"","x","y","c","z"
"442",3356.39936842105,-2300.64168421053,0,0
"443",3607.28524324997,-2318.85821824064,0,0
"444",9188.23651235642,-2302.8447035619,12,0
"445",1357.3006037496,-2342.23069590086,13,4
"446",8217.04263712283,-2311.10214444584,0,0
"447",9380.86202759448,-2317.15356928614,0,0
"448",9794.00145658846,-2320.60141497165,0,0
"449",11382.3340013599,-2373.46784525641,8,1
"450",4021.15358965291,-2358.05709089072,0,0
"451",1433.91992155581,-2363.55654518712,13,4
"452",10183.9016224986,-2359.51416982152,8,1
"453",12979.170995447,-2367.48468543046,5,1
"454",2676.55667697926,-2385.18765532282,1,4
"455",6299.52641914698,-2384.84740718012,0,0
"456",10913.2475122232,-2382.21852171412,8,1
"457",3861.97447172822,-2394.68194730902,0,0
"458",9879.70601698795,-2402.25512435787,0,0
"459",11910.4116254507,-2418.07757584587,8,1
"460",56.7964750785811,-2397.13695554558,0,0
"461",12793.8862342237,-2400.14399765189,8,1
"462",4897.68080648165,-2403.21749860309,0,0
"463",9065.10314547838,-2435.42581913499,4,0
"464",1519.77507205459,-2442.44632668667,1,4
"465",12339.9759254627,-2476.58185342671,12,1
"466",8971.45256760863,-2480.75855363112,0,0
"467",8762.01729855696,-2481.33566370888,12,0
"468",10775.7979558506,-2477.90232337601,8,1
"469",5875.07868852459,-2468.32930948833,0,0
"470",9214.41837114169,-2491.56737324904,0,0
"471",7949.35697661109,-2481.91480025945,0,0
"472",8375.27187818853,-2507.42602621458,0,0
"473",4675.60839898706,-2501.90735790658,0,0
"474",8619.85375365616,-2505.94415556278,5,0
"475",10357.3026543566,-2515.34814387382,5,1
"476",10908.3001222169,-2515.18375046496,3,1
"477",9323.36140485804,-2518.03621098507,0,0
"478",11593.6264224631,-2542.12005925527,5,1
"479",11701.3188294455,-2543.31561670624,5,1
"480",6260.7883979929,-2527.96724187166,0,0
"481",3188.88224918258,-2567.10901738083,0,0
"482",1894.22501876118,-2578.28326502338,1,4
"483",7833.77654065251,-2592.44532194027,0,0
"484",5160.49973558963,-2568.47047417592,0,0
"485",4750.55997691443,-2604.13094984964,0,0
"486",9406.12397229236,-2577.81925292937,0,0
"487",9640.3033738938,-2588.30189896755,0,0
"488",10758.1842894263,-2600.27978213072,7,1
"489",12354.7144576242,-2600.37906137184,8,1
"490",3543.30480755675,-2602.21542365713,0,0
"491",11423.2277834155,-2617.730719049,8,1
"492",4380.54601577091,-2625.93442622951,5,0
"493",8859.51929908785,-2609.60892942871,0,0
"494",11070.157117198,-2634.44530758868,8,1
"495",12081.7648413216,-2619.72178517978,8,1
"496",8246.64100150602,-2650.38560491968,12,0
"497",8470.13893025315,-2634.55270253954,0,0
"498",6267.93718580459,-2662.71245831467,0,0
"499",6510.6256690455,-2635.12104148082,0,0
"500",7153.17627094676,-2640.24033090575,5,0
"501",12681.6348201125,-2654.794944587,8,1
"502",8105.33328673935,-2696.45745969621,12,0
"503",7388.56616571893,-2676.17351746548,0,0
"504",3604.54460921356,-2686.61413638021,0,0
"505",10480.2486473849,-2700.22466769087,8,1
"506",12540.9428600375,-2688.59834861456,8,1
"507",5183.15684492249,-2704.91577033783,0,0
"508",5835.86481939113,-2696.002208318,0,0
"509",9499.3087808919,-2715.61307469281,12,0
"510",1302.51916601917,-2723.03004403004,1,4
"511",9599.84628111604,-2713.12551703392,0,0
"512",12245.1557839673,-2707.89973844812,8,1
"513",13766.0403840443,-2718.98510343462,5,6
"514",13659.6659620991,-2725.69511661808,5,6
"515",7883.18699776786,-2720.15061383929,3,0
"516",9169.41521352313,-2727.00213523132,0,0
"517",12035.2129042486,-2730.17691819911,8,1
"518",10107.5719233433,-2753.15881628569,0,0
"519",7146.91852659361,-2762.67152447071,0,0
"520",4501.69393366558,-2749.46300051555,0,0
"521",13152.8122854276,-2755.95267522316,12,6
"522",8902.43452508004,-2774.29615795091,5,0
"523",11024.4395615199,-2761.81723442953,5,1
"524",4278.2458673132,-2773.76080008816,12,0
"525",6125.49839151674,-2756.51852734422,1,0
"526",3308.45978876156,-2755.24485710341,0,0
"527",7457.71966467747,-2762.80041678507,0,0
"528",9888.0036085161,-2774.2351148711,0,0
"529",10876.8029094978,-2805.5304238355,8,1
"530",12590.2377992909,-2814.24481096371,8,1
"531",7895.62566358984,-2823.6213592233,0,0
"532",8243.27292066978,-2836.9644866868,12,0
"533",5898.84177090838,-2819.30958150501,1,0
"534",6639.10510185686,-2828.54011177213,1,0
"535",2876.79080292787,-2823.88322065151,1,4
"536",11668.6874494781,-2821.16518469054,8,1
"537",6494.38179324533,-2835.13423624207,3,0
"538",2423.91465338315,-2856.55716064757,1,4
"539",3480.76038725292,-2841.64955627269,4,0
"540",6720.1309161541,-2835.81676918096,12,0
"541",7023.09756834967,-2851.62596639744,0,0
"542",10540.2334902296,-2860.31411353587,8,1
"543",13118.9525909592,-2869.30891049414,7,6
"544",10007.9070657066,-2862.77694644464,0,0
"545",11886.4814898202,-2864.19127721849,0,1
"546",9342.74047839792,-2883.394956425,0,0
"547",11330.1040604737,-2889.41655397205,0,0
"548",153.169784172662,-2884.20935251799,0,0
"549",8815.9860724234,-2901.76907179441,0,0
"550",9542.04526928676,-2895.48495875789,0,0
"551",3882.58342555023,-2913.06301487766,0,0
"552",2398.60337589645,-2948.42119993003,1,4
"553",8501.54610302566,-2934.13165453849,0,0
"554",12926.0269693172,-2967.25901685002,3,6
"555",3129.34152475766,-2963.40272465287,1,4
"556",788.203315584759,-2940.75201087572,0,0
"557",629.814702199964,-2968.12426220712,12,0
"558",139.797727572995,-2972.39331483683,1,4
"559",2617.70054773083,-2972.7917057903,1,4
"560",9938.92293977813,-2987.08346539884,12,0
"561",10407.8962522046,-2975.62865961199,8,1
"562",4379.09270480837,-2990.07932635555,0,0
"563",10044.1879565295,-2981.7343072629,12,0
"564",5883.44324216676,-2986.69888475836,0,0
"565",4932.75169036061,-2986.11550797503,0,0
"566",11722.5923477757,-2967.60098427096,3,1
"567",10839.3605512828,-3006.04552854657,8,1
"568",2835.45872052425,-3002.10646183596,1,4
"569",11273.0850732018,-2999.8024188415,0,1
"570",12515.5133428829,-3001.37487399862,8,1
"571",1547.14963544588,-3013.92591138531,1,4
"572",1244.64313953972,-3048.44537850098,13,4
"573",13673.5452957704,-3012.43518870074,12,6
"574",3691.82508151189,-3024.47844463229,0,0
"575",9453.90377671513,-3035.83165804626,0,0
"576",8243.87399066191,-3026.98901400714,0,0
"577",2358.06930645778,-3043.66645968666,1,4
"578",3817.7915890338,-3058.4465264839,0,0
"579",8978.07613412229,-3061.68698224852,0,0
"580",9279.6782309322,-3050.13259180791,0,0
"581",10130.1509634269,-3068.43303784702,1,0
"582",12377.3270163067,-3068.5181920572,8,1
"583",8573.48380871977,-3067.27950310559,0,0
"584",2728.15989223381,-3085.26045449221,1,4
"585",9121.914787297,-3070.53238214215,0,0
"586",752.275779467681,-3086.24794676806,0,0
"587",2569.61020112931,-3095.05212562415,1,4
"588",5730.76068124009,-3076.25056217053,0,0
"589",5889.51979805979,-3106.56241338349,2,0
"590",3605.78327727054,-3104.64405848836,0,0
