coord_x,coord_y,mclust
1189.688491,640.4925096,11
1191.504287,682.6796615000001,11
1197.222323,536.4350952,11
1206.57158,659.8375467999999,11
1213.561912,588.558611,11
1304.1176,552.7013469,11
1333.8029800000002,613.3522379,11
1207.6069300000001,549.4850738,11
1257.5764199999999,539.4227894999999,11
1295.4132539999998,591.5040847,11
1324.735821,635.8840131000001,4
1158.1070300000001,637.4039606,11
1159.927251,552.1364576000001,11
1197.68059,565.6046336,11
1208.0020880000002,636.6803816,11
1210.503025,656.3585954,11
1214.517179,621.1731183999999,11
1218.463683,672.4222857999999,11
1220.867435,647.9694318,11
1238.518734,593.8508688,11
1280.0596050000001,694.9993663,11
1289.88297,712.9826373999999,11
1297.815264,619.3252812000001,11
1324.195856,696.7141272000001,11
1324.452824,660.237982,4
1332.027483,586.6353357,11
1154.382085,809.9536865,11
1155.365994,758.8920138999999,11
1160.581613,750.5788161,11
1159.604803,776.2829742,11
1165.092417,756.6267481000001,11
1165.399449,808.3551526000001,11
1175.939534,833.1820306,4
1179.862826,781.1705469,11
1179.5662929999999,915.7316957,5
1187.698201,760.6910274,11
1189.194806,893.9116828,11
1192.873515,742.9191699,11
1196.821908,838.1470096,4
1204.225733,783.8516792,11
1211.2617289999998,879.1979232000001,11
1223.751454,786.7159927,11
1228.067251,868.6629185,11
1232.8901230000001,845.4730337999999,11
1240.199559,745.2873225999999,11
1243.724577,877.1257091,11
1256.52891,779.5152105000001,11
1257.0704640000001,886.8997037,12
1259.2779289999999,792.1060037000001,11
1265.4082429999999,839.3239583999999,11
1267.840314,921.2807376000001,13
1274.895619,869.1037838999999,11
1273.2019050000001,834.138484,11
1283.928641,791.3899687,11
1285.661936,763.3970045,11
1287.316401,740.3468649,11
1286.633953,774.9870441,11
1290.820444,833.6142814,11
1305.2329300000001,872.9160426000001,11
1326.286925,764.7369637,12
1328.431894,839.9573968000001,1
1331.025014,798.0550105000001,11
1334.858103,776.6300972,11
1336.380029,769.9696455,12
1336.839213,905.842826,1
1198.441934,885.8838626,11
1199.233294,774.1631047000001,11
1231.050252,813.6726748,11
1260.2069800000002,903.0490756000002,12
1258.715494,874.0558748,11
1263.27969,766.7213786,11
1318.148064,890.7697949999999,4
1319.61034,798.6402061000001,11
1333.07799,917.6616285,1
1159.749533,870.0457024,5
1188.9570720000002,875.1418407,11
1217.680268,869.4121321,11
1230.487251,835.4083767999999,4
1250.161255,795.633412,11
1311.848946,768.2222954,11
1313.032501,777.5879196000001,12
1334.84044,746.9293292,12
1277.73815,804.7075202999999,11
1317.111325,840.9040417000001,12
1154.1675970000001,829.5060778,11
1200.663936,757.7908037000001,11
1233.953324,755.5033425,11
1242.043676,739.6280208,12
1265.182435,759.0752480000001,11
1275.35264,856.127157,11
1302.171941,896.45355,12
1339.021923,914.2032193,1
1351.731823,773.6574204,4
1352.174991,754.6322339,1
1354.364546,861.4858885,1
1359.220156,800.8410565,4
1363.8866269999999,843.1989125,1
1366.044155,744.1721632,1
1370.207381,856.9982805,1
1371.43525,829.4524385,1
1374.111477,798.4000812,4
1374.816543,784.8999073,4
1376.4094619999998,908.6690902,1
1382.500636,855.1305617999999,1
1385.9579039999999,753.9694095,1
1387.33339,884.4077741,1
1396.564071,882.9558468,1
1400.872261,817.6651012,1
1400.212292,862.3253159,1
1403.935585,907.7219571,1
1416.604392,907.9921275,1
1420.895424,800.3303704,13
1423.943386,857.5162111,1
1426.058377,842.6662117999999,1
1436.16834,892.537632,1
1433.227285,914.6999255000001,1
1440.466588,920.4172755000001,1
1444.524927,779.7890291,13
1446.2925779999998,740.2162261,13
1453.796678,816.0322653,13
1472.50955,776.1534035,13
1479.127115,843.6728862,13
1486.323895,907.3100215,1
1491.119968,757.1911681,13
1497.9168140000002,859.4763419,13
1498.054202,786.4003955000001,13
1504.144273,764.1873752,13
1502.715718,886.236095,1
1504.454439,879.7831129000001,1
1511.309712,749.8259327999999,13
1512.278085,875.5018037999998,13
1513.825302,813.425221,13
1514.658295,919.1706851,1
1515.658752,826.2894851,13
1527.033207,773.2887861,13
1412.671102,895.2238051,1
1419.5065339999999,919.6073897,1
1467.909377,875.0157229,1
1357.264517,890.2162204,1
1377.596706,750.9243406,1
1377.839875,809.4014297,4
1390.2171349999999,845.8001787000001,1
1426.392559,866.7543032,1
1456.67616,809.3798665,13
1475.8275720000001,810.6500167,13
1487.507933,781.5993037000001,13
1531.61325,842.1631466,13
1466.091878,741.0675769999999,13
1375.2577410000001,900.8696392,1
1407.369347,787.1297162000001,1
1460.266014,896.2519597,1
1495.6561140000001,854.2582497999999,13
1356.345785,639.4938441,11
1361.917617,602.4627657000001,11
1367.856882,611.5133923,11
1364.25219,714.1646251,1
1366.569447,544.7524725,11
1368.565619,701.0854509999999,4
1370.31339,585.3982629,12
1411.2348980000002,550.3976725,11
1417.976674,604.3006466,11
1421.34527,650.7344962999999,1
1421.618986,640.6223751,1
1428.750418,599.3982143999999,3
1446.492144,543.2589852000001,1
1446.621273,581.1183493,3
1458.671525,608.4216237,3
1465.996875,714.0528484,1
1469.222619,554.6777512,11
1473.908144,535.8566694,1
1481.147761,622.7071694,1
1485.688909,692.6236167999999,13
1488.4969039999999,601.8904507999999,12
1491.8417949999998,561.121694,12
1494.389353,635.0346758999999,1
1496.960647,719.432684,13
1500.2383869999999,659.2432561,1
1514.7851289999999,699.8604282000001,13
1518.9801300000001,640.8604422000001,1
1519.18245,706.6618272999999,13
1525.210762,533.0375468000001,11
1528.480825,623.8489812000001,1
1358.282927,648.7266887,11
1383.8066789999998,554.6168235,11
1381.147982,549.5686512999999,11
1401.956993,571.7268095,12
1435.511753,668.1719418,1
1462.217394,684.6998844999999,1
1513.393923,574.2695137000001,12
1515.248323,673.0541895,13
1516.443309,595.4029439,12
1428.966745,587.3582286000001,3
1463.931432,587.3182458,11
1463.026318,650.6615687000001,1
1358.862176,654.6483758999999,11
1460.10637,563.4857991,11
1519.583182,624.2955635,1
1423.900693,711.7757237000001,13
1372.095526,482.454816,11
1373.529563,405.6722566,5
1378.22477,456.1073085,11
1380.545445,491.15983289999997,11
1380.2686820000001,411.18445130000003,12
1374.0696039999998,428.6109459,11
1386.1830929999999,376.1730033,11
1386.531438,362.9834336,11
1400.963851,414.6883079,12
1399.569475,399.2151285,11
1403.768102,358.8625719,11
1419.046052,479.87943229999996,11
1425.016856,445.49541389999996,3
1421.105975,386.6915256,11
1423.670061,361.165823,11
1431.536007,458.66167110000004,3
1433.833263,346.01849260000006,11
1433.223732,500.2298063,11
1439.3666779999999,385.0574133,11
1443.1463720000002,412.129501,11
1452.647215,502.12995480000006,12
1457.596049,484.7738838,11
1461.4443449999999,464.14734630000004,3
1461.677291,405.264338,12
1476.056757,505.6432226,11
1486.429375,488.68460589999995,11
1487.770966,411.5103816,12
1501.732776,353.1555646,3
1503.5780320000001,416.9811415,11
1511.70337,443.0538293000001,11
1516.376551,424.17195430000004,12
1526.747965,432.9009489,11
1528.300195,518.9083577,11
1532.655111,476.7170671,11
1538.289243,493.397937,11
1374.135675,393.70867830000003,5
1382.874968,344.4722852,11
1406.785605,345.56361830000003,11
1480.806566,390.8696142,12
1357.601738,344.77749889999996,11
1452.776578,349.0687939,11
1453.911034,441.8127155,3
1458.928515,455.97227829999997,3
1461.928823,426.12564560000004,11
1488.3835960000001,444.1830047,3
1505.2462289999999,396.39727200000004,3
1530.072443,368.14678219999996,3
1537.231067,458.9925511,3
1389.030245,478.69214220000003,11
1436.911733,396.5892472,11
1503.721918,504.958182,11
1515.6249300000002,473.20321619999993,3
1513.964011,503.7183197,11
1520.432182,459.5362569,3
1386.333291,393.632836,12
1404.0387050000002,482.26917589999994,11
1405.08812,445.709991,3
1405.910891,494.4411228,11
1423.7223060000001,457.6589263999999,3
1448.740898,482.94148770000004,11
1475.1909349999999,337.28463239999996,3
1524.201801,484.1359569,3
1534.042656,498.22436839999995,11
1352.477144,249.09366809999997,14
1353.092942,136.1353178,6
1360.769305,249.08548939999997,14
1368.632236,263.0622221,14
1370.4217640000002,165.0896501,1
1380.240853,245.11253530000002,4
1380.856808,315.6722955,12
1384.949445,293.99545770000003,1
1390.441107,257.3732853,4
1394.0305230000001,215.730062,11
1396.048557,193.58635180000002,11
1401.039326,269.77808999999996,4
1411.499739,247.7128184,3
1419.103398,251.17067909999997,12
1420.810787,148.4749396,3
1422.5023800000001,188.70075930000002,3
1422.338112,181.80070039999998,11
1427.38609,272.6495486,3
1429.6051400000001,155.2125475,5
1432.141225,253.43796380000003,11
1435.782392,209.83722319999998,3
1450.4467849999999,194.3313205,3
1456.652409,154.4473095,5
1453.3370289999998,150.495422,5
1457.064167,213.20894610000002,3
1459.6586439999999,282.97209330000004,3
1469.309006,252.7671653,3
1472.485174,161.1607989,5
1500.564599,251.0744986,11
1508.141273,306.8054146,11
1518.39517,185.1436294,3
1516.044388,303.13177189999993,3
1527.581891,173.7646265,3
1525.816963,264.3303568,11
1531.601063,210.2676287,3
1531.519726,195.10005180000002,3
1362.3254630000001,213.25848880000004,11
1365.707985,317.70525630000003,11
1372.732747,188.82889330000003,11
1441.34906,273.5416253,3
1453.069797,169.5508131,5
1461.3028470000002,191.3563785,3
1490.5378449999998,201.381953,3
1503.450976,137.52874680000002,11
1521.154702,166.5379748,11
1383.266889,176.78065719999998,1
1402.0773179999999,144.57498169999997,3
1405.213508,172.8727255,3
1432.532577,198.5521665,3
1475.467126,316.7066274,3
1480.616338,216.1724826,11
1386.642783,233.19531609999999,4
1439.070886,214.8526789,3
1443.948819,303.0197563,3
1465.468043,144.903885,5
1501.984645,236.8727127,11
1530.114638,301.4153539,3
1350.967935,195.2553358,11
1441.2262,195.8314214,3
1449.99801,243.3264954,11
1457.067823,264.3368495,3
1472.3818199999998,234.4298435,11
1489.698801,162.493193,5
1491.9561130000002,254.21472310000001,11
1496.935089,295.3023743,3
1514.4679210000002,282.7758017,11
1526.757218,242.6662059,11
1350.84498,71.61790165,11
1352.082304,-24.76379553,6
1369.371858,15.61465401,6
1377.387127,75.76546696,6
1384.842581,-48.19484871,6
1390.5957939999998,115.65970829999999,11
1392.382989,85.83797831,11
1396.345718,21.32896507,6
1401.780555,95.73560404,11
1412.431689,-15.50134605,11
1419.2161130000002,50.06337562,6
1439.958947,23.32446796,6
1436.957715,1.725105525,12
1435.826094,85.96263186,6
1439.750749,65.52207511,6
1463.96118,27.05724263,6
1464.686595,-2.8183359930000003,3
1466.139093,-58.19305493,12
1465.903324,75.68165057,5
1483.13074,27.41601354,3
1497.811561,39.20133089,6
1500.776742,-47.92277962,12
1501.313477,107.14841650000001,11
1503.824612,87.9223256,11
1505.942787,-67.04795589,1
1511.767184,11.59606996,1
1510.349383,61.61638257,11
1512.635671,-18.25533962,1
1513.830741,43.58775141,11
1525.179251,-70.55950165,1
1525.456464,-26.4476781,11
1528.709353,87.95801641,3
1530.447008,64.41618009999999,11
1357.86661,85.47347398,11
1357.1930320000001,0.74236179,6
1363.117956,41.26225984,1
1364.095449,90.11240317,11
1410.1539619999999,-45.14100157,11
1444.088347,-24.14619282,12
1457.221527,85.34926751,6
1472.045315,53.77072751,5
1479.394886,-33.87859048,6
1513.4995490000001,82.27449412,11
1398.547265,50.85407014,6
1418.622203,-26.19804376,11
1431.524615,61.50619119,6
1440.1237800000001,101.49416579999999,11
1521.286367,-50.41681384,1
1372.700286,34.81927647,6
1374.7708380000001,-14.59915572,6
1460.804489,108.86790479999999,11
1514.665626,118.059591,11
1536.2734460000001,-5.465102642000001,1
1372.684354,-0.9682735170000001,6
1411.946277,73.57040484,6
1418.002929,4.463619093999999,12
1424.195392,-9.651040569,12
1434.159991,28.58577575,6
1473.272396,25.53481017,6
1529.71648,-13.97798423,1
1366.181249,-172.3594218,2
1367.326074,-157.36199480000002,6
1371.953976,-241.8135191,2
1373.452772,-197.4935455,2
1384.310479,-104.62666709999999,2
1386.37621,-155.5114003,2
1391.32101,-177.5573575,6
1389.754884,-261.0345808,2
1389.005648,-98.32817091,2
1397.295694,-141.4738355,2
1404.810023,-123.78072920000001,2
1406.870749,-159.1467266,6
1416.179611,-180.9417113,6
1425.9902140000002,-206.7292864,2
1432.020194,-160.7149417,2
1438.328405,-267.9945058,6
1434.7929689999999,-91.24964963,2
1442.055093,-242.2499296,2
1441.470808,-133.555064,2
1443.83851,-121.69047090000001,2
1454.509021,-149.6196717,2
1459.1336310000002,-193.90339419999998,2
1459.309563,-168.1522182,2
1475.046851,-251.40291890000003,6
1490.682212,-142.0032182,2
1491.65316,-131.9840608,2
1496.8276529999998,-237.6363769,6
1501.512746,-260.847172,2
1500.45216,-229.38864180000002,6
1500.2217050000002,-150.2837659,2
1520.211145,-137.43552019999998,2
1516.617997,-99.20147092,6
1523.387783,-153.579956,2
1528.140814,-265.30023470000003,2
1390.079142,-121.69075079999999,2
1414.059788,-143.1454392,2
1425.426442,-185.27966740000002,6
1428.728221,-169.9753795,6
1437.187594,-178.69715219999998,6
1507.076321,-220.54141769999995,6
1515.580246,-198.8098438,6
1366.711313,-102.2994348,2
1385.522692,-218.61179869999998,2
1381.443946,-87.26681375,6
1386.432867,-195.9315196,2
1411.800137,-106.0458485,2
1460.3930619999999,-96.91549758,5
1457.5616300000002,-218.9440461,2
1482.460349,-110.9693414,6
1495.8415220000002,-194.6495302,6
1497.328642,-184.7040823,6
1349.25005,-236.0875113,2
1361.030676,-250.54297290000002,2
1410.621267,-241.83534530000003,2
1426.443401,-89.80432957,5
1435.091367,-111.91943400000001,2
1442.785075,-208.7916697,2
