coord_x,coord_y,pred
-2899.764959,4104.571985,2
-2881.471741,4064.997558,1
-2870.503681,4119.321295,2
-2864.101875,4027.882607,0
-2858.23984,4167.35191,5
-2855.928749,4031.329437,0
-2856.954746,4139.418598,1
-2850.117893,4073.939278,0
-3014.760719,4030.151175,6
-3003.286798,4117.469672,9
-2974.138274,4168.288739,5
-2954.784132,4087.932366,10
-2929.496245,4155.726081,1
-2965.791655,4130.690415,6
-2875.383998,4185.356313,2
-2864.637094,4082.618887,1
-3008.32912,4109.113712,9
-2876.040576,4178.456069,2
-2864.103628,4108.712117,2
-3007.953463,4123.825746,9
-2919.379388,4126.747311,2
-2867.35914,4051.524111,2
-2845.009953,4191.947317,0
-2875.183815,4166.797746,2
-3024.617061,4335.306013,2
-3019.498419,4405.095138,5
-3004.396813,4318.84495,0
-3001.464017,4402.870216,2
-2996.818461,4260.690773,3
-2989.444624,4357.583398,5
-2988.942963,4391.373332,2
-2984.49449,4336.00899,2
-2979.345065,4244.087667,1
-2976.119629,4381.60996,1
-2964.020651,4329.559082,1
-2959.327684,4227.022969,0
-2955.478624,4256.560111,0
-2946.797622,4272.127839,0
-2941.354324,4274.848604,0
-2934.239306,4307.602337,1
-2926.869229,4268.373217,2
-2920.509705,4383.267886,0
-2916.09118,4248.328019,2
-2911.848093,4271.117752,1
-2908.531022,4222.542188,1
-2907.003457,4373.232968,1
-2902.264036,4341.380735,5
-2891.641405,4326.983311,2
-2887.042539,4311.760812,1
-2886.364444,4266.757699,10
-2885.13353,4401.386258,0
-2878.397417,4307.727078,1
-2870.995927,4353.937338,5
-2863.757618,4232.324622,5
-2860.030434,4330.708399,4
-2862.515534,4349.391197,2
-2851.504773,4377.003861,2
-3024.41939,4268.425909,10
-3003.594214,4287.627066,0
-2997.982094,4313.0572,0
-2953.564445,4362.090831,1
-2949.916827,4322.125046,1
-2899.640871,4245.236578,3
-2859.46638,4257.754964,1
-3024.421152,4359.031051,2
-2997.260934,4361.521052,2
-2900.964811,4408.068179,1
-2892.211916,4284.60055,2
-2887.298369,4385.638488,11
-2884.165422,4288.820538,0
-2859.182769,4395.966429,2
-2984.970465,4256.367521,2
-2968.981483,4265.363007,1
-2915.413715,4362.280903,0
-2894.816908,4223.297772,1
-3026.393406,4312.488487,2
-3000.345387,4410.941872,0
-2938.546439,4252.257215,2
-3030.676654,4451.090486,1
-3023.889257,4515.510471,4
-3022.328713,4482.251327,0
-3019.704109,4590.831597,10
-3021.398573,4562.380252,1
-3018.125078,4535.523507,1
-3007.01846,4577.481609,2
-2999.339374,4468.690199,2
-2993.733268,4591.969247,11
-2992.639538,4484.858969,1
-2983.675028,4553.899696,1
-2979.757664,4522.707922,3
-2975.987778,4446.501144,1
-2967.846951,4432.498855,5
-2966.625902,4473.657918,2
-2965.12557,4532.205586,5
-2962.339383,4462.707602,1
-2955.93741,4586.609015,0
-2953.317802,4572.657471,2
-2950.466652,4595.654223,10
-2941.31355,4428.231235,5
-2936.653207,4553.089874,0
-2927.398845,4604.616711,3
-2921.238387,4555.997955,2
-2922.237244,4491.862414,2
-2915.058426,4465.901528,6
-2911.272722,4529.45087,1
-2904.104171,4568.759948,1
-2900.946481,4504.921924,5
-2890.883714,4586.565749,1
-2880.908329,4515.082104,0
-2870.663429,4427.005176,10
-2873.339979,4521.803206,2
-2868.832153,4420.365665,10
-2866.23659,4474.65891,10
-2863.439533,4445.619718,1
-2854.68009,4586.762461,1
-2852.299585,4567.075446,3
-2852.391613,4459.546804,5
-2971.194414,4500.767216,6
-2969.533934,4586.057481,2
-2873.883871,4561.836521,1
-2864.240705,4554.406993,1
-2861.985097,4434.31283,1
-2857.311215,4501.355018,0
-3001.032819,4485.033529,1
-2996.239344,4552.58564,1
-2988.080081,4569.290252,5
-2982.760232,4459.399185,1
-2937.902642,4432.445088,5
-2937.096241,4532.084133,11
-2923.972339,4588.685441,10
-2906.652043,4510.721704,5
-2899.01954,4550.697073,1
-2855.360657,4528.180199,2
-2953.900642,4521.983252,10
-2942.784015,4538.10188,11
-2894.288507,4465.829927,5
-2869.010768,4543.434929,1
-3005.076264,4503.071484,2
-2977.793767,4442.816697,2
-2960.998602,4490.855498,0
-2954.922523,4551.836205,1
-2943.309636,4423.784045,5
-2896.932593,4519.950907,2
-2881.366434,4494.732318,2
-2847.227164,4596.376531,1
-2831.463012,4499.989966,1
-2826.119707,4463.255471,1
-2819.460172,4502.672213,3
-2817.026871,4582.805517,1
-2815.3487,4477.567688,1
-2813.317653,4598.43528,1
-2814.202194,4565.121984,10
-2812.272853,4537.639678,3
-2810.390231,4494.890515,1
-2806.799862,4431.38107,1
-2793.909452,4444.221961,0
-2789.949925,4594.340829,0
-2789.76686,4599.970118,0
-2789.23149,4429.92869,10
-2787.8214,4524.134497,0
-2785.649216,4462.305239,1
-2777.493667,4440.646041,6
-2770.000837,4522.464616,2
-2767.547944,4549.765789,2
-2759.309303,4581.155342,5
-2748.920818,4513.183976,3
-2746.265822,4535.733773,2
-2737.384365,4562.512039,2
-2730.712114,4469.747325,0
-2727.548157,4436.168081,1
-2721.491671,4493.960007,0
-2705.709586,4536.866798,6
-2700.426346,4456.594788,6
-2694.661385,4480.591298,6
-2691.701069,4424.059208,3
-2670.180196,4536.526078,11
-2662.578191,4464.097622,6
-2652.577315,4545.091597,6
-2778.831031,4510.955244,2
-2722.280767,4519.838812,6
-2721.078743,4442.294352,3
-2696.287446,4448.325096,6
-2658.626284,4537.640398,6
-2652.228644,4603.144283,6
-2647.736406,4478.351401,6
-2822.696168,4555.423971,0
-2811.037878,4514.350344,1
-2726.024896,4529.03423,2
-2696.29761,4473.058113,6
-2671.564601,4504.748191,2
-2659.73189,4588.072332,2
-2792.010393,4547.830192,2
-2727.428433,4597.291869,6
-2728.429955,4591.912034,6
-2686.017141,4443.648231,6
-2673.563985,4606.313836,6
-2832.370704,4510.785738,1
-2820.187638,4427.243045,9
-2814.505023,4484.159073,1
-2811.702735,4453.895569,1
-2761.290291,4540.093712,2
-2755.781563,4563.394785,2
-2694.412134,4575.335564,6
-2668.909929,4453.60095,6
-2820.76918,4367.991739,1
-2817.084561,4400.839456,1
-2815.561927,4337.971246,2
-2812.577679,4259.484323,1
-2812.663604,4224.551971,9
-2803.561454,4237.023508,9
-2800.451445,4388.601197,0
-2795.539854,4354.454242,1
-2792.945668,4309.979158,0
-2789.562496,4347.026023,1
-2788.971103,4242.988564,1
-2787.120666,4257.715822,1
-2785.789679,4226.397632,1
-2779.531993,4316.151567,1
-2768.908665,4386.199198,2
-2771.960138,4352.780195,1
-2764.233559,4250.334349,1
-2759.926097,4398.091171,5
-2756.876107,4223.943658,1
-2754.015649,4261.444336,1
-2746.520366,4322.813008,1
-2747.589396,4290.94051,9
-2743.902811,4271.851791,5
-2743.358634,4406.470453,3
-2738.030304,4301.739407,2
-2737.64548,4270.431745,5
-2724.070808,4285.819681,1
-2724.218623,4261.476086,1
-2715.517897,4237.357595,1
-2713.288423,4357.572138,2
-2707.250117,4245.186322,3
-2699.62077,4306.574411,1
-2691.101181,4279.167987,4
-2685.134753,4369.139811,11
-2671.140853,4238.46067,3
-2657.348264,4363.244555,0
-2658.130055,4348.428558,0
-2655.011125,4235.001212,0
-2656.242768,4262.012454,10
-2654.648864,4323.694756,3
-2653.902669,4394.809631,3
-2655.785087,4285.033679,5
-2647.223006,4280.102214,11
-2827.531488,4309.263971,1
-2828.888054,4340.282628,1
-2824.112864,4284.00369,5
-2811.250714,4307.444747,1
-2696.044068,4339.418094,1
-2780.207268,4407.925518,5
-2757.473322,4282.173356,1
-2740.164337,4369.69358,0
-2715.148293,4309.819334,0
-2696.183698,4368.529615,3
-2695.730548,4258.094669,4
-2676.648471,4256.20139,2
-2814.131589,4273.297238,1
-2791.073383,4296.892718,1
-2774.894202,4275.895948,1
-2768.477938,4261.250164,1
-2765.834815,4329.287654,0
-2755.105046,4244.611945,1
-2748.357744,4325.746287,1
-2666.877692,4377.788002,3
-2812.323273,4127.428964,5
-2812.452383,4164.727019,3
-2804.578145,4045.977123,1
-2806.085993,4195.749638,10
-2793.577659,4031.321841,1
-2783.411537,4103.537578,0
-2776.97195,4126.439949,1
-2771.906508,4045.601019,0
-2769.106194,4137.134895,5
-2767.078473,4098.141074,1
-2762.205388,4058.18338,1
-2754.684568,4077.067019,1
-2749.775189,4201.807975,5
-2750.365553,4024.539568,1
-2746.637886,4177.6727,9
-2740.065421,4159.266218,1
-2741.085214,4027.817125,1
-2733.938946,4117.916387,1
-2731.453828,4182.817972,9
-2730.449794,4082.91832,0
-2726.800115,4112.309344,1
-2715.408801,4064.445254,1
-2716.961362,4092.51195,1
-2715.982416,4204.644419,1
-2704.720042,4175.143443,1
-2698.008935,4049.832441,1
-2695.561191,4022.746985,1
-2687.072784,4187.164377,1
-2691.143726,4045.13517,1
-2676.526295,4031.433922,5
-2669.149357,4132.520417,1
-2657.008644,4077.720638,1
-2660.213147,4136.414903,1
-2657.948078,4038.481488,1
-2651.977166,4025.629494,7
-2830.438634,4078.588959,6
-2827.405576,4170.477138,1
-2780.575062,4159.571857,1
-2747.530591,4099.355231,1
-2709.270394,4191.816128,1
-2690.27422,4128.53595,0
-2659.071603,4188.651157,4
-2657.475362,4175.111722,1
-2821.98105,4105.518827,1
-2805.994589,4149.874042,1
-2789.911781,4171.078392,1
-2786.119762,4199.265603,1
-2779.648729,4060.865496,1
-2766.522265,4043.426875,0
-2755.426607,4128.717249,3
-2753.295838,4191.119559,0
-2735.462107,4143.82035,1
-2720.380717,4176.468823,0
-2700.616656,4123.329366,3
-2697.770269,4100.356866,1
-2695.535222,4207.565574,6
-2688.115837,4100.344087,1
-2816.140574,4059.244878,1
-2786.921031,4073.754574,0
-2667.635011,4106.855875,1
-2660.562213,4106.925053,1
-2777.808423,4031.317825,2
-2762.128518,4024.831956,1
-2733.925426,4030.38197,1
-2722.30861,4046.952227,1
-2719.013002,4134.746982,1
-2702.554247,4147.366921,1
-2693.661572,4190.010506,9
-2669.886831,4152.292932,1
-2661.970439,4125.167528,1
-2652.879629,4052.215904,1
-2651.690035,4115.109062,1
-2829.535227,3971.887001,2
-2826.904814,3927.362701,9
-2826.133908,3985.496583,0
-2821.845916,3852.688636,2
-2819.940216,3866.112237,0
-2815.762825,3841.00355,2
-2817.775682,3994.788978,9
-2814.278818,3958.179875,0
-2811.515582,3903.255292,5
-2809.999995,3985.614381,2
-2809.013925,3895.742328,5
-2807.657713,3865.528622,0
-2800.891866,3858.02867,2
-2795.750095,3965.704802,2
-2794.741706,3841.363969,2
-2796.433797,3823.476616,2
-2792.493998,3945.406265,2
-2789.794859,3936.086424,2
-2786.111517,3895.457007,9
-2788.456195,3992.114958,1
-2775.504033,3844.00627,2
-2770.134448,3886.830745,2
-2751.500808,3977.39432,1
-2746.924543,3877.040314,2
-2741.61026,3851.499447,2
-2737.139408,3999.149038,1
-2732.670281,3934.19866,2
-2732.630558,3921.231642,2
-2729.869851,3868.330212,9
-2721.420896,3890.400349,10
-2714.508932,3846.961847,2
-2712.050538,3949.081647,7
-2716.574795,4002.561233,9
-2712.816945,3920.808917,9
-2702.215087,4008.732247,1
-2700.725034,3901.502401,2
-2696.825723,3834.035428,0
-2691.266398,3955.179552,1
-2681.199051,3988.17828,0
-2680.157625,3906.123037,9
-2676.173617,3977.305149,2
-2661.440762,3858.279017,0
-2662.495365,3963.592021,1
-2653.35099,3830.823997,2
-2652.825677,3982.3156,10
-2648.780599,3922.320741,5
-2651.058544,3946.707631,5
-2831.507921,3833.59121,0
-2779.237496,3902.706951,9
-2758.963921,3914.772808,0
-2758.060488,3968.161184,9
-2745.565611,3836.29171,6
-2722.114141,3844.515873,9
-2715.805729,3935.051541,9
-2687.098606,3964.888384,1
-2680.61523,3921.824908,2
-2798.661362,3911.291043,9
-2753.248044,3848.967115,5
-2731.242174,3830.203186,2
-2714.094294,3881.357548,2
-2686.417129,3889.285946,1
-2672.689571,3862.042679,2
-2674.936252,3822.709222,2
-2718.822566,3949.788388,7
-2825.877022,3902.28741,2
-2706.756928,3945.324027,7
-2688.324151,3866.981598,9
-2661.940113,3904.771043,1
-2830.974141,3692.978712,0
-2826.117709,3747.389822,9
-2824.71712,3677.129482,9
-2824.590338,3735.673969,9
-2822.539976,3758.65891,2
-2803.341012,3671.059364,0
-2800.453195,3749.969628,4
-2798.298861,3796.0144,4
-2795.327989,3684.288997,9
-2792.45772,3746.412667,4
-2786.701951,3765.617722,5
-2779.476634,3803.021649,0
-2778.301097,3764.702539,5
-2776.315536,3668.944529,9
-2770.244264,3762.009944,5
-2770.699588,3788.67342,2
-2761.276654,3632.703452,5
-2758.681035,3723.223025,1
-2751.284447,3669.856586,0
-2744.862742,3649.562792,5
-2746.716904,3629.237463,9
-2739.247633,3704.446964,4
-2738.766979,3663.432565,0
-2732.037067,3740.024849,9
-2720.080211,3758.764765,0
-2713.313768,3766.059077,0
-2711.175591,3630.227183,4
-2712.790131,3651.286036,9
-2712.219468,3739.42319,9
-2701.489931,3633.074149,4
-2699.43058,3750.022192,10
-2698.880502,3728.603905,1
-2690.720216,3716.585052,9
-2698.498198,3778.071959,4
-2685.322786,3695.637508,10
-2685.405724,3645.803619,4
-2684.646919,3763.822297,3
-2680.732947,3636.335342,5
-2677.611268,3727.717471,9
-2666.062482,3757.493176,11
-2646.445344,3675.3863,0
-2812.796157,3761.965853,5
-2812.169578,3641.056025,4
-2807.751381,3713.646492,4
-2798.988553,3768.691196,5
-2780.759213,3724.637679,4
-2751.499722,3788.427189,9
-2743.481171,3687.421282,2
-2701.451615,3796.157766,4
-2682.19967,3679.773345,6
-2674.100611,3766.082732,3
-2665.514279,3802.57722,2
-2652.404873,3790.627661,4
-2827.633864,3699.084688,0
-2813.86345,3683.628636,9
-2773.63121,3632.990208,3
-2761.043002,3751.424165,4
-2732.413036,3629.738236,1
-2676.584317,3672.301798,4
-2693.00429,3764.033431,3
-2750.430683,3808.42632,9
-2738.401407,3738.493106,9
-2702.076262,3645.20155,3
-2663.638754,3655.731563,2
-2662.361783,3763.467687,2
-2833.931051,3555.017771,6
-2823.385798,3428.452758,0
-2824.391066,3557.70547,5
-2821.480732,3515.888358,10
-2817.462058,3548.639351,5
-2811.523493,3540.729012,3
-2809.545876,3557.1938,5
-2803.24401,3481.520383,9
-2800.259006,3594.909635,0
-2801.271787,3462.043557,4
-2798.500621,3607.549861,2
-2796.319694,3544.133735,2
-2797.855121,3452.445685,2
-2778.958633,3509.021212,9
-2771.532624,3493.27111,4
-2762.727439,3435.990569,6
-2751.777271,3488.433487,5
-2747.293117,3526.822852,2
-2739.337127,3439.664235,0
-2735.963722,3571.260801,3
-2732.462807,3475.004571,5
-2737.43408,3526.57077,2
-2731.296125,3592.799647,9
-2728.982509,3498.863633,6
-2719.473958,3425.396207,2
-2715.272094,3449.085415,2
-2713.144831,3556.229391,0
-2704.643892,3522.550726,4
-2697.269506,3437.75709,3
-2697.84674,3596.03663,9
-2696.145682,3493.788964,0
-2689.351809,3539.88322,4
-2691.507868,3461.009321,4
-2683.638146,3532.188029,4
-2683.257786,3520.056393,4
-2684.923993,3582.077798,9
-2676.243835,3449.436989,6
-2665.940294,3474.6437,4
-2661.274626,3511.449424,0
-2659.641826,3561.015791,0
-2657.210067,3423.341005,3
-2653.618443,3594.400123,0
-2649.847745,3477.680653,1
-2648.388835,3459.262162,4
-2647.778159,3517.737427,4
-2819.77403,3445.242509,5
-2756.698873,3547.567218,4
-2760.327992,3577.811382,4
-2719.182416,3509.39489,0
-2791.814312,3490.459056,4
-2772.128499,3584.375916,4
-2729.15824,3436.459979,2
-2654.506858,3547.893558,0
-2658.366585,3543.383915,0
-2644.807186,3556.383798,2
-2776.230616,3594.176034,4
-2774.560203,3545.805157,6
-2765.373638,3462.458053,0
-2718.653976,3441.004913,2
-2669.32612,3588.22977,3
-2834.15811,3395.087878,0
-2814.236464,3308.527861,2
-2808.617001,3400.979641,10
-2810.140797,3244.198876,6
-2800.213178,3377.112972,3
-2799.222047,3325.645658,10
-2800.771858,3230.209471,2
-2784.815473,3342.16202,6
-2785.795412,3306.289744,3
-2765.409311,3258.455762,9
-2761.659791,3364.62053,2
-2746.415527,3271.416544,9
-2743.260058,3361.692542,2
-2736.037759,3290.201741,10
-2715.891112,3369.611644,3
-2722.985907,3356.580333,3
-2718.501925,3397.600814,4
-2716.785228,3301.077665,4
-2712.95365,3351.562366,9
-2707.84147,3246.745027,6
-2707.248331,3389.703212,4
-2696.835928,3328.231395,0
-2692.595677,3231.495524,2
-2686.045803,3389.418531,5
-2685.059059,3371.255233,6
-2685.193408,3358.618442,9
-2683.202268,3267.976359,4
-2667.451079,3402.469467,6
