coord_x,coord_y,pred
-2657.301348,3261.704027,2
-2657.974028,3238.246653,0
-2656.970299,3246.168328,0
-2650.871005,3241.646815,5
-2650.717024,3317.586353,0
-2820.314142,3284.457153,2
-2819.634688,3381.548936,9
-2721.708407,3253.931789,3
-2674.34583,3269.819594,4
-2664.934269,3247.249202,0
-2659.947974,3340.62868,0
-2657.993202,3349.316526,0
-2808.23962,3371.142577,9
-2809.22532,3348.547867,11
-2776.535734,3394.13445,4
-2760.916503,3352.867797,0
-2745.603918,3382.064042,2
-2739.890261,3260.489991,0
-2738.569039,3349.594772,2
-2678.653047,3321.626842,9
-2678.430767,3331.110717,4
-2677.488211,3340.18488,4
-2664.998593,3302.340493,6
-2773.770437,3238.76338,4
-2757.168126,3328.677991,2
-2752.803891,3323.924325,2
-2750.028718,3391.479877,6
-2680.719689,3388.13851,5
-2667.946752,3291.193106,2
-2689.404571,3333.665159,4
-2827.729711,3203.352345,6
-2821.717173,3160.187333,2
-2815.662246,3083.216368,0
-2801.662533,3188.206616,0
-2797.700533,3122.537157,0
-2794.768193,3099.915814,3
-2794.941678,3139.787395,11
-2788.341363,3173.502216,2
-2772.163893,3087.185349,2
-2769.301283,3151.361452,10
-2764.787834,3106.202967,3
-2759.606458,3026.882711,5
-2754.991262,3123.952283,3
-2743.852075,3095.808039,5
-2736.50944,3119.972526,2
-2736.182561,3056.727567,6
-2730.896424,3157.972911,3
-2727.46882,3030.571064,2
-2720.302981,3107.04345,2
-2715.695594,3140.626809,2
-2715.335163,3160.776073,2
-2712.43843,3053.446223,10
-2707.127621,3175.108229,0
-2702.941004,3024.438369,6
-2696.16138,3024.14462,6
-2698.181623,3121.457384,5
-2695.716732,3147.658594,9
-2687.866194,3117.581776,3
-2688.02566,3195.845615,2
-2685.194112,3159.703252,2
-2684.015883,3080.226129,0
-2680.571592,3174.124554,2
-2672.417133,3130.15651,3
-2669.254525,3076.128737,3
-2652.224261,3096.593246,0
-2829.481004,3043.487699,0
-2805.478408,3096.340911,3
-2804.237715,3155.227375,0
-2803.548085,3202.770091,0
-2803.334299,3141.849894,11
-2763.527698,3065.073515,2
-2707.250469,3038.123774,2
-2692.686328,3174.630107,10
-2690.322265,3051.858086,0
-2685.27296,3061.527708,2
-2680.768584,3033.536374,3
-2671.245027,3096.463645,3
-2648.602111,3189.863494,0
-2646.001785,3058.37934,3
-2741.764623,3043.268622,3
-2743.806473,3147.275686,4
-2726.908492,3061.130643,0
-2706.776304,3165.523155,0
-2663.000707,3085.398102,3
-2656.549806,3071.033187,3
-2649.095674,3152.030713,2
-2645.87648,3146.763407,2
-2661.611529,3117.685947,3
-2651.919379,3047.508436,2
-2790.811782,3132.562916,11
-2704.184835,3114.581525,3
-2685.740207,3095.95027,3
-2678.092819,3120.11914,3
-2832.116214,2825.470214,5
-2821.845113,2823.313673,5
-2794.795378,2994.428185,0
-2789.617798,2980.491033,2
-2784.215178,2827.013749,5
-2782.632464,2835.840744,5
-2779.99982,2914.06659,2
-2778.158261,2982.299662,0
-2771.144663,2850.533388,5
-2766.403257,2964.386194,2
-2759.837709,2907.174643,0
-2757.60139,2993.863163,5
-2747.187008,2913.422644,0
-2745.576569,3002.704931,11
-2739.852103,2967.247687,0
-2738.009783,2989.383255,2
-2734.467803,2842.792651,5
-2724.095866,2827.126235,5
-2722.522639,2918.140468,0
-2731.804605,2857.677462,5
-2714.953199,2827.026178,5
-2713.887432,2879.084036,11
-2714.449051,2992.253991,2
-2711.668806,2872.239882,11
-2707.495143,2905.055913,0
-2704.480054,2914.635479,0
-2690.590174,2977.214383,2
-2688.459068,2952.008713,0
-2686.484133,2885.481291,0
-2673.442214,2973.736575,3
-2670.079035,2933.837042,3
-2672.476457,2904.325552,0
-2668.147239,2891.69168,0
-2652.079473,2890.80923,0
-2648.73264,2947.954683,2
-2815.824394,2957.562681,2
-2762.210812,2842.992799,5
-2756.413296,2916.18024,0
-2733.316704,2935.670188,0
-2705.909784,2823.979483,5
-2703.75946,2830.289257,5
-2658.732133,2886.162413,0
-2795.939022,2866.539879,0
-2707.850223,2965.25971,2
-2816.952392,2939.184413,2
-2805.331732,2865.311914,0
-2777.777471,2884.10456,2
-2773.718265,2838.047559,5
-2678.268416,2890.586343,0
-2628.594709,2889.432356,0
-2620.314954,2845.712277,5
-2611.667281,2835.724727,5
-2609.936442,2849.206116,5
-2606.070739,2944.698064,4
-2605.067025,2882.922775,0
-2600.639736,2958.505818,5
-2590.850678,2842.836379,2
-2594.840556,2893.611664,5
-2594.144991,2999.044254,3
-2589.013078,2933.065277,0
-2578.361056,2886.757162,5
-2572.690725,3001.919255,0
-2569.530201,2928.235885,10
-2570.136619,2860.444917,5
-2559.931607,2967.629243,0
-2555.772943,2894.890967,0
-2553.816943,2983.96293,11
-2543.500396,2997.142806,5
-2543.056194,2884.788058,0
-2538.941164,2862.843351,0
-2536.848706,2995.759963,5
-2527.063401,2891.405583,2
-2519.939646,2912.5787,2
-2499.392429,2963.835958,11
-2496.833514,2957.431966,11
-2479.047774,2927.912757,2
-2450.482866,2938.042829,2
-2444.87688,2937.968392,2
-2608.240238,2984.561089,5
-2576.961648,2971.800383,2
-2504.201919,2891.54081,6
-2508.863561,3007.5894,0
-2501.116648,2896.954578,6
-2614.875579,3003.084726,2
-2568.244048,2932.464621,10
-2634.066101,2965.239965,0
-2629.673322,2987.217548,3
-2628.268014,2945.538077,2
-2564.929682,2988.81635,2
-2486.045529,2997.438165,2
-2605.95081,3002.598059,2
-2598.142824,2934.488931,5
-2571.28332,2893.580707,5
-2550.028938,2862.360008,0
-2548.19189,2908.026178,0
-2514.602504,2942.570404,2
-2634.887159,3107.199011,0
-2628.997532,3093.353122,3
-2620.981399,3037.946745,0
-2622.661591,3170.721364,3
-2612.340159,3081.325633,4
-2598.098262,3189.53808,0
-2594.171121,3087.526885,2
-2586.928321,3060.822148,3
-2586.835883,3125.440515,5
-2584.110424,3067.113612,3
-2579.024528,3169.505587,5
-2579.903009,3190.955091,3
-2567.982713,3081.863442,0
-2564.963022,3111.631683,3
-2565.620956,3037.843394,5
-2564.793819,3073.71843,0
-2567.38947,3095.24266,3
-2560.177209,3142.299162,3
-2544.882877,3187.009247,4
-2544.037896,3166.451223,5
-2535.244851,3147.569879,3
-2533.619811,3164.269795,0
-2524.859623,3177.670267,4
-2524.634371,3194.670698,4
-2522.16626,3207.667498,1
-2516.587971,3111.950895,3
-2515.858403,3081.303371,3
-2508.625291,3138.529422,4
-2507.412742,3049.132753,4
-2503.175505,3133.509702,4
-2502.897455,3054.422158,4
-2495.848414,3078.626234,4
-2494.9841,3179.067806,5
-2493.378523,3169.223676,5
-2486.27546,3046.565817,3
-2477.475686,3065.6129,3
-2467.685324,3188.495767,2
-2467.78773,3163.371599,4
-2460.007083,3196.977897,0
-2449.870079,3043.327731,2
-2621.888044,3152.535604,3
-2613.34612,3156.011986,3
-2546.268113,3079.27014,0
-2543.485645,3121.757167,4
-2536.826306,3115.565113,3
-2489.636577,3090.293256,4
-2483.97928,3149.932215,2
-2474.973605,3138.963795,4
-2460.527879,3047.972357,5
-2611.332449,3057.292641,10
-2598.053668,3049.715872,0
-2597.795472,3041.306642,2
-2550.198619,3085.172583,0
-2534.41822,3128.209633,3
-2470.308376,3032.429673,5
-2597.125814,3073.381561,10
-2598.466758,3168.83766,3
-2544.25142,3096.046212,4
-2569.550652,3201.748229,7
-2570.653922,3063.028473,3
-2563.434673,3119.236243,5
-2563.928806,3128.23821,10
-2548.940083,3071.227605,2
-2525.34239,3063.289914,3
-2454.536544,3064.884432,5
-2455.310478,3086.552385,5
-2451.229399,3070.551262,5
-2633.729464,3259.525027,3
-2633.286234,3387.794477,4
-2630.019381,3298.320149,0
-2624.572748,3286.087575,3
-2624.044011,3267.141301,6
-2623.957754,3309.88834,9
-2614.191965,3227.89404,4
-2612.694421,3250.291918,2
-2605.837304,3294.272425,0
-2593.025973,3278.748286,6
-2591.357025,3372.536979,4
-2591.126012,3315.515756,4
-2588.899161,3333.769604,0
-2574.956148,3336.079596,0
-2569.422854,3402.404511,2
-2567.505015,3389.412288,9
-2566.459268,3328.309634,4
-2558.617244,3279.36178,9
-2553.249971,3322.343263,4
-2548.95595,3254.004936,7
-2541.568202,3285.483726,4
-2540.651862,3335.614623,7
-2539.010777,3392.772669,7
-2523.131004,3400.47408,2
-2527.077391,3338.78539,7
-2523.510169,3241.153584,0
-2520.927829,3298.998724,0
-2516.14919,3344.823901,7
-2514.79698,3256.494948,9
-2509.540119,3406.679324,0
-2496.941021,3274.208642,5
-2492.615891,3330.662176,5
-2490.044316,3302.762719,7
-2487.674621,3377.152865,9
-2489.293306,3309.247797,7
-2487.320456,3294.076345,4
-2484.741437,3392.572226,4
-2483.146408,3225.704676,7
-2483.850061,3236.822157,7
-2477.557367,3329.819937,9
-2470.206249,3284.484531,5
-2473.748921,3366.228383,4
-2466.935484,3330.978792,9
-2457.713566,3220.83711,5
-2452.26666,3341.144184,4
-2609.76553,3320.344107,4
-2609.85048,3364.227031,4
-2576.932873,3275.080766,3
-2568.01553,3253.625677,4
-2558.813433,3367.083845,3
-2550.54271,3240.965362,10
-2546.697216,3306.99173,4
-2531.909926,3316.380929,7
-2493.169633,3319.721908,7
-2479.924628,3251.16201,4
-2479.618851,3399.143293,7
-2627.243842,3370.47398,2
-2580.956546,3369.660582,5
-2571.046547,3368.924411,6
-2556.898256,3339.610751,3
-2537.772772,3323.710658,7
-2519.993279,3334.639895,7
-2492.432511,3338.617767,7
-2457.296086,3395.183975,1
-2444.29682,3348.527543,9
-2572.396294,3244.213786,9
-2610.17949,3334.698792,2
-2584.097737,3270.623322,3
-2567.835386,3233.183758,9
-2519.190459,3395.419573,2
-2488.170885,3347.214464,7
-2626.974486,3540.646465,1
-2628.699343,3534.674758,1
-2622.406224,3564.146808,4
-2611.962294,3470.046559,4
-2605.136903,3540.416251,10
-2606.121216,3481.864665,4
-2605.712395,3567.82915,0
-2602.186559,3497.844018,9
-2604.06673,3447.006648,5
-2590.202113,3482.100678,4
-2585.67873,3564.097376,4
-2580.884514,3507.302924,10
-2576.838963,3535.915838,1
-2574.996479,3596.132533,4
-2577.206208,3582.385117,4
-2559.425093,3534.796928,4
-2560.996958,3433.583954,9
-2553.820319,3492.000119,0
-2539.172591,3549.365976,4
-2542.608445,3457.335627,7
-2539.911052,3564.156367,4
-2537.524475,3469.63001,9
-2537.422273,3434.832262,11
-2534.546097,3542.208435,4
-2532.469329,3486.92315,1
-2530.492992,3495.43446,1
-2530.01421,3505.169084,1
-2527.470825,3428.624177,1
-2522.048984,3532.152555,4
-2512.081213,3436.485136,5
-2503.097111,3590.976989,1
-2502.793988,3480.799369,0
-2504.269329,3442.648117,5
-2502.580393,3601.534297,1
-2498.030167,3554.426718,4
-2493.77606,3572.922215,7
-2486.266716,3548.808478,9
-2490.602773,3511.657953,4
-2472.856293,3582.646351,7
-2466.97379,3596.198448,2
-2459.802367,3558.546706,7
-2457.309011,3569.008787,7
-2457.099509,3536.390605,4
-2450.93114,3430.460062,0
-2451.017624,3510.993942,4
-2443.272509,3597.004045,2
-2622.814304,3517.392814,7
-2621.123895,3472.631265,4
-2622.793524,3510.528442,7
-2606.867869,3592.154524,10
-2610.596855,3587.548531,10
-2582.96531,3468.378259,11
-2568.764753,3456.721911,2
-2559.94621,3519.818521,0
-2545.524186,3505.267073,1
-2504.712827,3565.950535,0
-2459.477345,3446.525631,1
-2609.610313,3489.256064,0
-2541.98183,3590.972171,4
-2517.850931,3523.884588,9
-2496.462136,3460.026987,1
-2449.52045,3582.766619,9
-2532.743363,3530.591294,6
-2493.152023,3447.465918,9
-2602.641962,3427.945974,4
-2563.556645,3487.206394,0
-2548.449933,3512.00918,1
-2508.430366,3514.712988,7
-2488.007598,3461.369411,0
-2476.379955,3555.301277,4
-2481.503332,3526.885667,7
-2626.805178,3723.989477,11
-2625.108124,3630.125525,0
-2622.279142,3783.470737,0
-2612.502579,3677.89354,9
-2603.021087,3724.062854,10
-2601.119938,3717.939487,10
-2597.487386,3630.560026,0
-2591.692045,3726.31803,6
-2588.306371,3645.484034,9
-2583.673394,3695.771397,5
-2577.917332,3801.779441,9
-2574.70428,3652.319798,9
-2571.638211,3717.209919,9
-2567.440495,3738.039645,11
-2566.929858,3691.175021,4
-2568.333453,3638.373235,9
-2561.757575,3791.540378,1
-2559.604119,3765.280056,10
-2553.650009,3695.357106,0
-2535.39874,3800.090194,1
-2533.85767,3712.2084,4
-2530.829937,3778.88754,9
-2526.111779,3671.275735,11
-2522.636411,3765.102943,1
-2517.543684,3714.740209,9
-2517.953837,3628.922502,7
-2508.6625,3691.33668,0
-2506.590414,3623.716527,7
-2506.991607,3718.44315,9
-2504.961877,3772.429898,4
-2501.414622,3763.057874,9
-2499.152178,3674.495736,6
-2499.34813,3659.19864,3
-2495.946174,3634.910599,7
-2494.936982,3626.333861,7
-2492.803394,3728.750121,0
-2478.52377,3781.688005,9
-2477.577948,3708.439088,9
-2476.833423,3658.366025,4
-2472.123153,3788.559586,9
-2472.850272,3776.566791,0
-2470.642357,3644.643825,4
-2455.631521,3625.883067,0
-2449.610021,3695.318195,0
-2615.388998,3761.751586,1
-2602.796602,3690.800145,1
-2597.642727,3758.29797,1
-2585.561657,3728.947509,6
-2545.236623,3808.765461,5
-2535.413211,3694.752381,0
-2500.456826,3752.226233,9
-2481.796014,3684.050807,4
-2466.298969,3761.028057,9
-2459.097199,3638.120245,4
-2619.465612,3710.918008,9
-2611.170294,3634.688362,10
-2590.378009,3781.139882,4
-2582.757942,3676.979658,4
-2574.945151,3674.266524,4
-2559.540726,3735.378996,0
-2517.743377,3803.670018,9
-2486.180006,3623.563529,9
-2560.065493,3712.940236,4
-2477.054802,3808.195044,4
-2464.588888,3798.482013,9
-2590.388344,3745.564555,4
-2629.537894,3893.882947,5
-2625.193999,3976.925327,1
-2624.292736,3996.174713,1
-2616.34052,3949.335424,2
-2611.168936,4000.635689,0
-2602.13875,3867.59375,9
-2599.279307,3883.320207,1
-2586.37602,3832.97734,10
-2586.360872,3911.757373,10
-2582.214905,3947.682279,7
-2578.618743,3861.611045,11
-2575.499502,3940.456763,7
-2574.935195,3932.112124,7
-2572.190488,3890.882426,1
-2569.896548,3877.301911,1
-2564.207667,3899.892035,1
-2562.475179,3933.542089,7
-2546.418737,3912.26322,0
-2544.769262,3892.447567,9
-2546.697966,3835.554992,1
-2541.482661,3916.037795,0
-2530.366639,3998.929802,5
-2526.231029,3933.040453,3
-2516.261458,3968.458024,9
-2499.814708,3939.177003,3
-2496.629962,3921.850861,6
-2488.009373,4003.600248,4
-2482.576249,3980.683439,3
-2482.566468,3884.033632,1
-2475.394208,3959.962237,4
-2470.366943,3895.682052,7
-2461.161653,3937.016087,2
-2460.94729,3859.745041,7
-2452.659579,3839.508805,10
-2452.108372,3893.532136,3
-2452.278147,3848.451994,3
-2447.466383,3862.266681,4
-2554.217078,3920.826164,9
-2544.843315,3874.622858,9
-2536.604896,3851.182829,1
-2531.657725,3896.335354,9
-2530.482858,3879.920518,0
-2516.284177,3901.280795,1
-2495.581923,3854.280822,1
-2495.049646,3964.939403,9
-2467.254024,3921.170513,5
-2608.880536,3929.629439,1
-2601.648122,3962.52452,1
-2581.484977,3987.223928,3
-2553.380387,3820.924549,1
-2511.133975,3991.299155,0
-2493.806132,3909.993734,2
-2481.11011,3833.236011,3
-2471.280206,3833.62763,9
-2467.558064,4006.245487,0
-2459.349962,3954.622737,4
-2620.058886,3911.261731,1
-2616.397573,3989.329825,1
-2520.101247,3981.971326,9
-2501.636431,3845.57925,1
-2489.359963,3991.299663,4
-2625.454561,3850.907116,3
-2604.45401,3860.755298,9
-2601.174758,3984.870379,1
-2594.276753,3899.738901,1
-2558.241623,3858.849105,9
-2550.682425,3966.465711,1
-2535.871184,3833.985473,9
-2509.43442,3905.274933,1
-2496.81254,3881.689598,4
-2474.517096,3977.612126,3
-2466.308275,3887.386204,7
-2452.59351,4008.414789,4
-2629.372217,4048.281882,3
-2630.548646,4199.367375,0
-2631.469656,4122.177514,1
-2623.778597,4194.652354,0
-2616.912601,4062.188155,4
-2614.767322,4046.366443,1
-2615.655725,4194.977529,3
-2613.988628,4134.244247,1
-2604.892876,4077.577715,1
-2601.005994,4181.498094,3
-2602.344229,4121.420093,1
-2598.758692,4059.845127,1
-2586.767015,4099.979944,0
-2569.678036,4069.930393,0
-2564.721252,4181.885952,5
-2558.280833,4024.945101,1
-2559.715884,4205.97942,2
-2558.194688,4067.22977,0
-2556.616185,4046.881114,3
-2554.533214,4127.232551,6
-2547.276096,4135.947592,3
-2542.267534,4193.630019,4
-2539.088002,4036.205652,1
-2536.867738,4166.335521,0
-2526.604929,4133.193838,4
-2523.130385,4094.294227,4
-2520.156304,4171.65706,4
-2501.484533,4105.49503,4
-2504.166913,4084.235096,5
-2504.059923,4143.943756,4
-2504.714291,4037.247285,1
-2496.242507,4164.783139,5
-2482.673401,4140.991439,4
-2482.341205,4112.632322,3
-2479.407549,4048.880881,4
-2476.94758,4083.789834,5
-2467.242713,4044.29136,3
-2469.466377,4079.15221,3
-2458.396324,4154.354195,4
-2456.814509,4177.742185,2
-2449.139224,4194.278156,4
-2626.233074,4083.527034,1
-2607.573355,4025.91776,1
-2598.024712,4031.62574,3
-2584.53156,4123.909326,1
-2567.824347,4086.035318,2
-2535.249817,4064.918805,0
-2518.359841,4060.20195,4
-2519.613494,4088.188274,4
-2497.295581,4200.003766,4
-2496.347855,4056.022048,3
-2474.454662,4120.834301,4
-2459.090719,4118.095613,3
-2599.188506,4150.444422,3
-2591.855701,4076.699349,1
-2577.172469,4199.2162,0
-2557.059601,4179.780082,5
-2516.016773,4041.101457,4
-2510.704917,4114.872536,4
-2614.590296,4113.220378,1
-2561.753088,4195.134924,11
-2534.934146,4137.260727,3
-2619.828261,4183.107589,3
-2585.096784,4203.734695,4
-2572.344331,4029.489809,1
-2570.162097,4054.693466,1
-2558.41266,4155.639844,2
-2517.146491,4182.198865,4
-2512.450285,4024.7531,11
-2482.427375,4194.536692,2
-2629.151006,4290.709094,3
-2624.094928,4378.515282,3
-2619.39188,4401.350756,3
-2618.622271,4331.821163,3
-2612.703932,4254.986703,0
-2614.583285,4273.756985,10
-2616.518654,4232.388361,2
-2600.687996,4290.450785,0
-2598.243586,4243.542343,3
-2591.129323,4268.147798,2
-2586.437369,4362.253734,2
-2578.732326,4327.74242,2
-2567.536091,4400.413929,11
-2569.347803,4288.049523,10
-2561.462134,4298.72557,10
-2558.411515,4285.861302,2
-2557.405274,4267.68007,2
-2554.325057,4384.66732,2
-2552.655912,4396.214785,3
-2538.687954,4347.648103,0
-2531.998089,4341.763761,0
-2526.047305,4373.473106,6
-2523.765679,4406.869954,6
-2517.601138,4376.541677,6
-2508.891461,4315.037667,0
-2508.376147,4231.335022,4
-2499.116155,4255.385291,2
-2492.805166,4223.912695,2
-2486.651511,4236.612866,0
-2483.515317,4296.339929,10
-2480.029969,4321.894177,0
-2471.31047,4375.856293,11
-2470.454722,4302.688789,2
-2471.297083,4249.242329,3
-2461.582417,4381.736425,6
-2451.435239,4371.473002,3
-2451.517448,4265.858276,3
-2448.914113,4250.25707,0
-2602.590931,4235.158056,6
-2579.612463,4275.374891,0
-2557.808931,4228.707427,0
-2492.477224,4374.81997,2
-2475.00671,4270.348389,2
-2624.490716,4350.866371,3
-2591.166421,4330.858912,0
-2545.523153,4361.498234,2
-2527.719022,4322.121829,0
-2504.259282,4284.014673,2
-2454.802957,4315.763003,5
-2452.490951,4402.645004,3
-2581.537901,4388.333718,6
-2516.877432,4387.255086,6
-2464.014677,4235.46065,2
-2508.105449,4328.026915,0
-2486.925252,4388.856357,11
-2628.696367,4420.520191,6
-2622.64497,4566.340641,6
-2622.246798,4575.055469,6
-2612.216249,4496.316229,5
-2613.625969,4469.78641,6
-2609.644597,4440.323399,6
-2608.181092,4547.764771,6
-2599.903422,4508.04966,6
-2600.538998,4438.029418,6
-2592.779881,4474.9182,6
-2591.692204,4459.06301,5
-2591.248019,4528.371855,0
-2583.948804,4472.475054,6
-2583.539748,4597.312847,6
-2569.169882,4449.857658,6
-2557.368672,4542.329885,2
-2554.736551,4568.590662,3
-2555.512735,4581.449926,2
-2538.472206,4459.13499,5
-2539.817772,4592.525006,2
-2521.698539,4434.374512,6
-2522.350268,4504.111755,6
-2505.718266,4536.325595,6
-2503.069553,4586.123853,6
-2500.318226,4436.370541,0
-2482.182081,4440.911011,0
-2478.307907,4464.732421,6
-2467.6025,4564.902567,6
-2466.025129,4600.052072,6
-2462.221525,4512.815431,6
-2451.566907,4548.770175,2
-2450.735643,4565.600833,6
-2447.398677,4544.263347,2
-2444.541411,4436.636117,0
-2623.358129,4499.057462,5
-2598.203027,4517.619084,6
-2570.015708,4427.510928,0
-2518.041242,4564.150189,11
-2484.995191,4494.423598,6
-2481.76204,4542.996716,11
-2548.471308,4441.756616,6
-2548.045332,4511.781545,10
-2528.812342,4463.660018,2
-2527.003744,4564.44851,6
-2624.620707,4435.734983,6
-2458.492669,4580.742292,10
-2548.944021,4572.289632,2
-2429.017107,4532.348542,12
-2421.71286,4458.416574,3
-2421.974391,4486.325517,0
-2415.911648,4572.695622,3
-2412.741418,4494.310292,5
-2411.795792,4438.202748,0
-2406.717091,4590.075617,3
-2389.908941,4471.460268,3
-2390.371341,4482.317092,3
-2388.231212,4521.266716,2
-2377.097509,4508.134475,0
-2370.624091,4600.822502,12
-2373.105537,4541.115124,3
-2371.418562,4436.266891,3
-2361.786907,4469.932581,3
-2357.987225,4456.356107,3
-2355.735758,4541.535955,3
-2342.625382,4458.971099,3
-2338.675473,4587.857404,12
-2323.40759,4563.919114,12
-2315.373675,4463.607122,3
-2309.56201,4494.865739,0
-2308.596246,4594.939645,12
-2290.336564,4592.701766,12
-2285.443564,4600.585031,12
-2277.369959,4584.385272,11
-2268.954462,4563.324303,12
-2248.76098,4510.051916,5
-2244.695805,4557.818006,12
-2419.142982,4508.32026,5
-2387.26222,4509.86677,6
-2293.673203,4579.423507,3
-2262.013977,4535.384815,12
-2416.656335,4485.221679,0
-2398.997828,4533.229119,0
-2389.629042,4450.565334,0
-2385.144622,4461.113809,11
-2377.046714,4558.178418,6
-2375.23054,4589.861591,12
-2314.541795,4565.735061,12
-2311.757015,4568.854285,12
-2293.582706,4563.527422,12
-2293.620346,4542.045611,12
-2272.107401,4461.191308,2
-2263.522303,4506.059498,5
-2390.352558,4495.598187,12
-2356.923122,4580.357706,3
-2325.183202,4525.902849,12
-2301.187211,4502.552501,3
-2254.485323,4561.654749,12
-2254.645061,4602.061487,12
-2429.408577,4358.104904,0
-2427.850044,4338.014176,1
-2425.064866,4286.88797,2
-2420.041775,4227.227019,0
-2421.724559,4310.059302,2
-2419.729344,4248.072579,1
-2409.773362,4405.298819,2
-2409.648004,4334.310015,10
-2409.053588,4310.607155,5
-2408.671885,4355.224017,6
-2392.127638,4243.33081,10
-2388.589068,4391.792507,5
-2388.248919,4357.495516,6
-2384.243618,4221.253397,0
-2371.718117,4263.549852,6
-2368.863074,4389.731623,11
-2365.884707,4402.057578,2
-2364.075899,4316.965488,11
-2362.406603,4307.069352,5
-2359.573689,4301.473882,11
-2351.000887,4331.12066,0
-2351.151092,4321.748708,0
-2336.007851,4336.603173,2
-2337.94662,4370.44638,2
-2336.553598,4280.564646,0
-2333.043169,4393.707139,10
-2327.547363,4407.599823,0
-2325.893162,4401.578463,0
-2318.798567,4238.315504,2
-2316.076075,4269.548711,3
-2297.978093,4248.658578,10
-2291.485768,4338.21767,0
-2287.011813,4285.411912,0
-2281.522188,4229.122507,0
-2276.886406,4376.036621,10
-2269.377096,4271.618832,5
-2268.592304,4396.806762,3
-2267.831109,4264.894927,5
-2269.344547,4321.195652,10
-2263.91305,4352.187705,5
-2261.149936,4365.784741,2
-2251.433008,4399.128168,0
-2244.06243,4273.765763,0
-2428.929419,4250.521883,1
-2400.888597,4223.607462,2
-2390.497299,4266.79079,2
-2368.491822,4339.562633,2
-2281.565626,4363.897313,0
-2410.131919,4262.168067,2
-2391.207012,4401.795549,5
-2338.552538,4353.023672,2
-2246.807566,4410.963413,2
-2431.874095,4145.135235,0
-2424.500997,4116.675685,2
-2415.986799,4092.103873,0
-2416.137204,4147.812937,3
-2413.982483,4132.465847,3
-2412.729151,4031.748528,2
-2400.23381,4200.53303,6
-2398.250395,4108.176007,4
-2394.604492,4132.881368,3
-2393.078269,4050.666593,10
-2388.304678,4199.761133,6
-2378.902377,4072.633825,4
-2379.185269,4083.571696,0
-2378.265536,4053.05239,4
-2376.070071,4114.810026,2
-2375.976929,4023.864173,2
-2375.255828,4060.396111,4
-2369.317876,4189.904176,11
-2363.228213,4107.207808,2
-2360.990236,4125.989159,2
-2358.145513,4037.540718,5
-2358.159486,4056.997891,1
-2359.107669,4144.14696,2
-2356.885819,4087.05921,4
-2351.62876,4153.268811,3
-2343.957463,4113.111005,4
-2341.366824,4030.510377,10
-2338.223123,4066.842058,3
-2321.870833,4189.827274,2
-2311.680392,4147.071473,2
-2307.41021,4049.750443,2
-2304.611272,4025.44683,10
-2299.123985,4203.778846,10
-2295.396366,4109.33153,2
-2291.644166,4139.071481,5
-2286.394349,4171.407152,2
-2282.236136,4099.062473,2
-2279.316415,4206.47797,2
-2277.62299,4063.960345,2
-2276.566311,4081.350584,2
-2273.638559,4127.653287,5
-2271.117984,4180.841919,2
-2265.352204,4075.907845,2
-2265.149935,4147.856776,2
-2263.146964,4185.08315,0
-2260.546288,4101.297614,2
-2252.81306,4172.697604,2
-2425.802245,4040.912029,0
-2361.61362,4174.651762,2
-2352.538934,4029.064233,5
-2327.832883,4159.404138,4
-2319.683244,4092.547051,4
-2289.653186,4186.964575,0
-2280.863228,4189.360142,0
-2272.6385,4044.969815,2
-2425.818181,4048.481084,0
-2428.068384,4105.754506,6
-2425.854281,4136.659645,0
-2402.381124,4028.672533,0
-2373.222641,4039.085544,0
-2364.494792,4084.79626,4
-2353.874704,4162.514271,6
-2335.163948,4187.99153,2
-2287.460063,4081.640106,4
-2259.786131,4116.676342,2
-2257.746036,4043.489811,0
-2423.470746,4171.490945,0
-2416.766434,4162.681675,5
-2392.671473,4070.994411,2
-2334.776292,4025.432404,10
-2312.557286,4064.775478,3
-2423.722503,4071.987846,4
-2381.315461,4196.380751,6
-2290.387096,4045.837561,4
-2428.06244,3877.264992,2
-2420.786815,3827.942403,1
-2424.250101,3916.507723,4
-2420.754714,3976.863192,4
-2420.818845,3944.316763,10
-2416.229947,3877.100762,0
-2415.714843,3935.732993,5
-2403.220051,3829.034273,4
-2406.40135,3956.32506,4
-2401.682263,3896.055373,3
-2399.646134,3905.932541,5
-2398.953105,3915.501037,3
-2395.686087,3889.180723,3
-2395.400305,3933.61045,7
-2387.491829,3978.549636,0
-2391.465629,3926.251039,7
-2378.899759,3869.221588,7
-2373.681661,4000.597781,11
-2368.210875,3915.907484,2
-2360.370387,3874.974952,3
-2345.463467,3884.434924,3
-2338.451601,3856.418007,4
-2329.456962,3927.529998,2
-2327.753285,3969.078298,2
-2324.488123,3990.530159,11
-2319.580035,3871.730513,2
-2315.513107,3934.852821,0
-2314.596558,3948.232717,11
-2313.59191,3981.715861,5
-2311.525115,3886.215286,5
-2310.830471,3864.245366,2
-2307.179731,3930.807339,2
-2299.316748,3861.543805,5
-2297.21764,3976.274823,0
-2289.826972,3867.378286,2
-2287.109192,3858.599446,2
-2287.406217,3994.795266,2
-2288.722523,3888.14566,0
-2286.921073,3975.602728,0
-2287.443715,3895.889748,5
-2284.156937,3948.942515,0
-2274.177844,3930.248336,0
-2270.611606,3982.451945,0
-2271.99329,3891.124744,1
-2266.797411,3946.245151,5
-2268.677303,3909.470744,3
