x_array,y_array,mclust
1391.190817,3644.370956,10
1444.714526,3694.657199,10
1449.259286,3666.617214,10
1454.895659,3659.090796,3
1339.4536380000002,3574.2597520000004,10
1362.2501,3578.1491539999997,10
1376.2856880000002,3686.373768,10
1391.1644509999999,3689.828824,10
1426.915525,3659.863004,10
1450.067067,3561.238215,10
1471.9807449999998,3574.6569729999997,10
1471.968758,3555.4412780000002,10
1471.393928,3534.742151,10
1485.432218,3641.9085659999996,3
1390.386066,3532.717,10
1313.35927,3677.8292579999998,9
1331.814192,3611.236332,10
1351.561937,3648.9574030000003,10
1364.16361,3597.3259420000004,10
1371.267498,3588.7754259999997,10
1385.072066,3631.3084299999996,3
1421.211576,3697.267532,10
1432.982197,3524.832665,10
1448.677263,3601.2302600000003,10
1446.577179,3582.053832,10
1471.7720630000001,3588.3426299999996,10
1487.789882,3568.374478,10
1495.980821,3676.117715,3
1321.526386,3718.303557,9
1333.329525,3847.2746420000003,10
1332.145529,3748.1851560000005,10
1334.570655,3828.1979079999996,10
1333.4532470000001,3868.654621,10
1339.919616,3820.5324090000004,10
1341.209571,3720.960978,10
1348.571232,3799.5592799999995,10
1354.452569,3828.612658,10
1355.135712,3761.7244630000005,10
1361.507709,3780.684878,10
1370.937546,3815.796628,10
1370.0563949999998,3748.5946719999997,10
1371.099102,3798.104672,10
1373.86469,3845.8825159999997,10
1381.5833519999999,3727.2091229999996,10
1389.758115,3867.1107810000003,10
1397.45831,3818.110104,10
1404.562649,3785.87197,10
1407.83078,3770.99333,10
1412.678733,3758.2965280000003,10
1422.572392,3716.11343,10
1416.795033,3728.042092,10
1426.8431970000001,3867.5251310000003,10
1433.200415,3820.313071,10
1432.308888,3892.7139090000005,10
1440.55901,3722.319938,10
1439.65912,3750.855076,10
1443.48053,3870.882532,10
1447.645005,3882.052975,10
1453.549951,3791.165903,10
1456.5544960000002,3780.794432,10
1464.9558849999999,3840.634035,10
1472.407439,3766.485149,10
1471.375161,3792.2837329999998,3
1473.3426439999998,3742.062044,3
1472.167743,3866.619061,10
1475.794132,3786.161864,3
1483.737873,3782.8746979999996,10
1486.8865130000001,3824.61996,3
1496.048028,3826.8946939999996,9
1314.823988,3874.352086,10
1381.004677,3849.0317259999997,10
1392.095102,3753.099021,10
1443.649349,3827.1056280000003,10
1459.806214,3760.062387,10
1476.3115070000001,3760.2541200000005,3
1475.606408,3892.659526,10
1484.514056,3734.12778,3
1487.1569220000001,3715.8885299999997,3
1364.487724,3713.2092850000004,10
1379.102414,3802.5859119999996,10
1388.334658,3889.060652,10
1394.9315119999999,3802.7725020000003,10
1397.539209,3888.8171490000004,10
1438.9981380000002,3851.251254,10
1491.843777,3779.6678009999996,10
1356.570693,3741.856503,10
1372.252817,3732.640128,10
1396.162543,3831.645232,10
1317.5369050000002,3838.121449,10
1375.65504,3716.936973,10
1395.941773,3847.706257,10
1406.184158,3815.921144,10
1419.1214810000001,3778.872387,10
1430.405593,3821.575329,10
1480.437545,3712.511651,3
1514.631124,3722.2800420000003,3
1514.882122,3772.95435,10
1519.169168,3853.6698479999995,9
1525.795318,3868.3643409999995,9
1532.849627,3744.1826899999996,10
1540.8896220000001,3822.4831630000003,2
1548.676111,3875.98364,2
1548.9485849999999,3849.469445,2
1550.8108730000001,3732.7998939999998,10
1562.950369,3884.6890310000003,2
1568.988858,3771.3270820000002,9
1574.189612,3863.0596270000005,2
1577.691133,3775.8330840000003,6
1577.7078720000002,3764.5430109999998,6
1584.282105,3877.4543439999998,2
1585.780463,3732.800589,9
1598.862766,3799.847147,6
1608.429771,3833.864612,6
1615.548503,3762.544501,6
1625.626061,3837.532265,6
1630.362957,3879.982707,6
1633.671159,3814.475128,6
1634.027267,3863.103386,6
1634.336608,3803.248845,6
1635.824735,3765.641477,6
1646.369565,3720.8268009999997,2
1656.231061,3885.5528590000004,6
1661.85025,3824.173177,6
1678.5833440000001,3720.506206,2
1683.7270839999999,3740.7519899999998,2
1694.079875,3881.8910170000004,6
1520.636679,3753.802971,10
1536.6027980000001,3775.663977,10
1549.081275,3756.0859659999996,10
1557.0401789999999,3821.2087619999998,2
1572.637733,3892.23826,6
1603.414662,3816.8077380000004,6
1619.896115,3896.986243,6
1658.510184,3851.407522,6
1660.573458,3864.7255490000002,6
1628.514689,3768.2087409999995,6
1526.660629,3728.8865939999996,3
1512.133803,3858.631918,9
1610.108282,3744.24215,6
1685.1750359999999,3892.480042,6
1513.32432,3645.151993,3
1519.9934460000002,3557.685201,10
1526.6053259999999,3564.811845,10
1525.268727,3662.8217689999997,3
1530.477423,3607.69302,3
1538.33515,3632.029225,3
1537.275088,3648.971285,3
1542.3395189999999,3695.3431299999997,3
1543.797538,3534.164503,3
1546.69208,3566.890053,3
1551.59644,3605.90524,3
1553.787605,3675.649793,3
1561.15984,3663.494004,3
1570.3033710000002,3604.9695549999997,3
1573.058909,3555.278794,3
1570.331943,3689.544968,3
1578.7210630000002,3619.5718880000004,3
1585.001035,3640.1976560000003,3
1583.1373820000001,3537.5586380000004,3
1587.297327,3521.6299200000003,3
1600.635893,3552.393361,3
1606.9755599999999,3691.797371,9
1604.661817,3616.8432020000005,3
1607.164674,3533.991479,3
1611.194787,3656.654167,9
1615.8314460000001,3579.074329,3
1623.056761,3618.6730869999997,3
1629.1122990000001,3559.3407039999997,3
1627.7162529999998,3698.392583,2
1631.164219,3530.4347380000004,3
1645.686273,3544.2208539999997,3
1646.415284,3515.9593159999995,3
1648.147889,3616.293324,2
1648.960848,3678.077486,2
1652.034014,3650.60946,2
1656.525208,3513.3998920000004,3
1656.118093,3690.016165,2
1657.0500029999998,3610.628339,3
1664.390085,3608.6181030000002,10
1664.688697,3591.379662,9
1671.87484,3594.453643,9
1669.319381,3631.767875,2
1671.003688,3662.479779,2
1674.405495,3527.9394770000004,3
1680.5682420000003,3657.830551,2
1677.603452,3578.878097,10
1689.7733230000001,3552.8798420000003,10
1517.2643,3579.224101,3
1523.716558,3643.340063,3
1537.794745,3617.264629,3
1564.1056859999999,3519.459988,3
1585.6482039999999,3612.314794,3
1590.753975,3647.9461450000003,9
1606.5303720000002,3598.4383119999998,3
1623.1593300000002,3673.6712439999997,2
1679.5095190000002,3554.9411909999994,3
1515.770896,3688.2600399999997,3
1539.942957,3673.5563869999996,3
1556.032388,3641.3521119999996,3
1568.840276,3540.0263579999996,3
1565.695122,3634.433701,3
1586.153693,3572.937742,3
1603.137909,3547.7932909999995,3
1652.923201,3553.473014,3
1689.129843,3546.9908240000004,10
1556.290411,3615.978474,3
1579.84545,3577.5548259999996,3
1586.458082,3633.2399990000004,3
1605.6765599999999,3559.803407,3
1677.18896,3609.4594439999996,2
1508.479032,3579.049527,10
1547.231319,3518.2508299999995,3
1552.875791,3548.837704,3
1567.321195,3581.55576,3
1582.930437,3566.381675,3
1602.214125,3567.9705240000003,3
1632.093314,3578.8168689999998,3
1642.0077509999999,3589.108356,3
1687.515464,3540.686342,3
1519.214317,3333.2286050000002,10
1520.885131,3342.4712640000002,10
1527.272927,3486.425483,3
1531.184035,3394.727947,3
1533.6577300000001,3454.474572,3
1536.712573,3349.745819,3
1540.267244,3497.837941,10
1541.010815,3368.1907189999997,3
1545.792557,3330.612657,3
1546.065399,3478.480287,3
1547.154654,3491.6820729999995,3
1547.9733130000002,3384.199778,3
1549.774692,3366.1034630000004,3
1552.905424,3424.1781200000005,3
1562.049341,3322.874155,3
1564.107066,3493.919535,3
1564.8701800000001,3364.027229,3
1565.81363,3422.789514,3
1570.258792,3413.087704,3
1571.083323,3466.3428740000004,3
1588.85987,3320.822598,3
1590.381071,3465.8557880000003,3
1593.083304,3451.77989,3
1596.113769,3435.0895969999997,3
1607.48316,3328.3272660000002,3
1606.515615,3314.2868320000002,3
1607.762234,3351.582856,3
1610.366333,3429.361658,3
1614.1292119999998,3481.681286,3
1617.78795,3384.490551,3
1618.531876,3454.1884450000002,3
1625.108319,3370.501039,3
1633.155338,3324.0056170000003,3
1632.756976,3419.743775,3
1633.164916,3480.795655,3
1635.178166,3462.3994310000003,3
1637.908505,3487.133722,3
1642.735934,3413.034474,3
1641.9159439999999,3397.9893020000004,3
1646.275709,3453.8153420000003,3
1652.419646,3419.144622,3
1659.490533,3496.732544,3
1665.602363,3335.896255,3
1668.702614,3376.1202310000003,3
1668.362623,3405.745939,3
1676.32969,3321.161982,3
1681.215111,3355.31599,3
1693.2192690000002,3362.988099,3
1512.618588,3472.4778969999998,10
1530.845752,3432.691132,3
1539.983731,3324.707628,10
1557.2251119999999,3447.047528,3
1599.3541289999998,3494.3145270000005,3
1615.189101,3406.729713,3
1619.496763,3468.151425,3
1642.2298130000001,3349.7597370000003,3
1644.0421789999998,3440.8590000000004,3
1644.649712,3375.650783,3
1677.995139,3494.3527630000003,3
1695.8948100000002,3485.852255,9
1556.695056,3398.650601,3
1580.608297,3469.512884,3
1587.041881,3368.3643009999996,3
1588.4924839999999,3380.9785119999997,3
1650.370641,3371.125176,3
1659.513198,3366.4243810000003,3
1667.482561,3456.382646,3
1670.092372,3414.0158920000003,3
1672.4297119999999,3472.2895359999998,4
1527.121694,3416.0377340000005,3
1575.646338,3436.704111,3
1609.3847210000001,3454.1912310000002,3
1667.71031,3366.750488,3
1686.607929,3320.264444,3
1694.478775,3444.5913020000003,3
1512.696933,3434.7572619999996,3
1515.6110099999999,3372.7637310000005,10
1519.899605,3359.7527200000004,3
1529.3345259999999,3385.595147,3
1544.757797,3468.594826,3
1561.822585,3346.874284,3
1575.374782,3399.998078,3
1591.637167,3476.054428,3
1593.400557,3415.932096,3
1594.678575,3405.626007,3
1595.451291,3446.153029,3
1595.415291,3387.444289,10
1611.23179,3358.898178,3
1618.201133,3363.5362170000003,3
1621.061536,3425.333924,3
1638.3164769999998,3438.729325,3
1655.0414119999998,3325.710979,3
1683.169157,3345.316036,3
1683.6789449999999,3400.575796,3
1520.534312,3259.237188,10
1527.1031710000002,3182.2139239999997,10
1534.0766720000001,3135.2133010000002,9
1542.255518,3250.6200289999997,10
1544.505731,3191.43816,9
1543.288514,3264.9230399999997,10
1547.348417,3225.219661,10
1549.618219,3170.5686149999997,4
1556.295419,3147.165486,4
1557.480349,3248.994779,10
1573.239611,3143.799014,4
1578.8862279999998,3212.874619,3
1579.574608,3258.822614,9
1581.729634,3235.072221,3
1581.125017,3116.634363,10
1588.955492,3136.265665,4
1589.888317,3178.500845,14
1597.030617,3215.044448,3
1608.651786,3207.427073,3
1608.074897,3275.779349,3
1613.6032890000001,3156.207586,6
1613.632727,3116.615217,10
1612.617499,3190.508819,3
1614.733712,3257.884931,3
1642.0227539999998,3200.154953,3
1644.132525,3287.044773,9
1647.8877710000002,3241.468526,10
1670.740172,3201.835408,3
1674.052556,3288.410244,9
1674.234317,3177.156608,9
1673.957432,3131.718562,9
1685.4697829999998,3246.453237,3
1689.669767,3182.887757,9
1689.511684,3274.609648,3
1689.459568,3281.002696,3
1692.584323,3141.742648,9
1692.9869640000002,3221.666116,3
1695.951017,3123.993202,9
1698.891075,3194.5207600000003,3
1514.210683,3275.227329,10
1529.9281230000001,3200.521516,9
1563.327146,3159.0308600000003,4
1588.924383,3285.0787960000002,3
1630.9401189999999,3137.8868030000003,3
1635.659504,3264.8757539999997,3
1657.701654,3229.727571,3
1663.810801,3159.108078,3
1529.4418130000001,3221.155471,10
1528.2282460000001,3117.6530629999997,4
1539.183624,3241.734268,10
1575.6910070000001,3185.420576,10
1599.638152,3226.364541,3
1631.422169,3155.835573,3
1646.621992,3216.9854219999997,3
1689.1083809999998,3292.398605,3
1690.330048,3164.67267,9
1512.561516,3223.052993,4
1523.378428,3201.615952,10
1574.575799,3229.568185,3
1603.499313,3211.324223,3
1612.676748,3287.073863,3
1621.732264,3253.2940949999997,3
1628.16544,3281.365392,3
1651.701624,3191.513055,3
1653.212191,3179.882018,3
1660.1564039999998,3271.604722,9
1677.10358,3236.573707,3
1570.439795,3215.62878,10
1572.612161,3208.472675,10
1520.025594,2996.877779,9
1523.6977259999999,3079.521944,7
1522.193875,2981.510666,9
1534.387677,3055.074927,7
1536.74555,3071.863468,7
1537.0170050000002,3051.3140989999997,7
1543.960507,2980.555775,9
1547.174356,2990.415023,9
1549.4081099999999,3094.624775,7
1549.418332,2929.336092,7
1554.50143,2953.116891,7
1563.535738,3005.401653,9
1564.560894,3069.747764,4
1562.3918640000002,3050.6556370000003,7
1570.8048939999999,2935.367418,7
1572.341042,2948.45424,7
1574.034737,2955.848547,7
1589.214048,3073.725262,7
1590.055519,3086.363448,10
1609.0279050000001,3072.251183,9
1616.609174,3001.945696,9
1618.418725,2918.279204,7
1619.382817,3037.915783,4
1620.584955,3086.5531690000003,9
1630.785774,2996.779968,7
1631.874443,2969.9018260000003,7
1634.01947,2944.3579879999998,7
1632.545006,2956.209883,7
1636.497676,3082.348139,9
1640.552746,3055.91617,9
1641.979847,3019.528885,9
1649.338323,2985.4661079999996,9
1659.638455,2958.518073,7
1658.177876,2996.2638309999998,9
1662.556264,2926.93383,9
1667.9011380000002,3081.839775,10
1675.8388619999998,3041.191678,10
1673.759066,2925.1455730000002,9
1680.609116,2998.571326,10
1680.847696,3056.518125,10
1681.620688,3015.519141,10
1691.683416,3021.030119,10
1696.9369980000001,3018.1107690000003,10
1698.407925,3080.785004,6
1557.783418,3080.764389,4
1597.016844,2983.710043,9
1605.445366,3021.653976,9
1610.577714,2957.0750789999997,7
1656.906173,3096.546351,10
1656.850433,3009.506911,7
1660.386763,3068.608795,10
1530.192842,3031.776489,7
1540.0785130000002,2970.695938,9
1547.002718,3070.822397,7
1550.151938,2918.6839170000003,7
1591.10305,3037.984287,9
1602.0099480000001,2946.919702,7
1624.3507650000001,2987.164376,7
1632.227638,2936.653363,7
1599.941106,3068.2282219999997,9
1640.711444,2911.617897,7
1653.198661,2930.6464579999997,7
1511.593476,2737.491294,4
1515.5330390000001,2770.099098,4
1520.142136,2809.378625,7
1523.107175,2775.7051239999996,9
