"","x","y","c","z"
"385",1459.821323,3487.983893,6,1
"386",1467.871489,3436.704389,6,1
"387",1473.082101,3408.071314,6,1
"388",1480.496699,3435.461102,0,1
"389",1486.480257,3380.159648,6,1
"390",1490.983798,3343.608088,6,1
"391",1494.411778,3438.032365,8,1
"392",1347.918687,3366.050004,14,1
"393",1367.243762,3474.977084,11,0
"394",1371.233591,3370.3755,4,1
"395",1398.395265,3325.89997,14,1
"396",1421.469882,3401.882558,6,1
"397",1416.755596,3469.273644,6,1
"398",1449.372504,3424.140154,3,1
"399",1463.36256,3408.416832,14,1
"400",1361.435111,3428.177032,6,1
"401",1440.274224,3493.46246,14,1
"402",1454.298673,3336.701207,14,1
"403",1474.006397,3444.188257,6,1
"404",1490.53707,3391.638662,6,1
"405",1377.609183,3450.722658,0,1
"406",1336.550154,3355.707418,0,1
"407",1347.193018,3336.311916,6,1
"408",1351.074645,3445.164187,6,1
"409",1355.113267,3359.566592,3,1
"410",1414.716773,3435.654284,6,1
"411",1421.815657,3452.923822,6,1
"412",1437.996771,3324.287804,6,1
"413",1443.321156,3319.819564,6,1
"414",1473.788115,3416.258924,2,1
"415",1476.50845,3352.900995,6,1
"416",1323.411277,3675.015581,11,1
"417",1328.458323,3651.23841,9,1
"418",1331.755977,3674.36933,6,1
"419",1333.900239,3561.489223,10,1
"420",1336.968024,3597.932312,13,1
"421",1348.617736,3585.63561,6,1
"422",1352.694878,3661.823131,6,1
"423",1356.585349,3643.705498,6,1
"424",1377.719317,3657.746853,8,1
"425",1380.945571,3610.971861,0,1
"426",1384.418059,3682.572085,6,1
"427",1388.16075,3675.517614,10,1
"428",1396.401922,3521.563052,6,1
"429",1400.386771,3536.151046,6,1
"430",1401.6809,3636.578287,6,1
"431",1414.468912,3615.287704,6,1
"432",1410.929688,3553.962198,6,1
"433",1411.918425,3638.346576,6,1
"434",1418.948429,3549.933204,8,1
"435",1422.607417,3567.620542,0,1
"436",1424.720303,3614.497927,2,1
"437",1423.58135,3521.14627,6,1
"438",1431.638705,3542.774934,8,1
"439",1430.629256,3635.178008,6,1
"440",1433.179967,3604.076889,0,1
"441",1444.458054,3645.077401,6,1
"442",1459.540813,3567.124097,4,1
"443",1469.906045,3639.521392,13,1
"444",1474.921828,3677.336206,6,1
"445",1476.817433,3699.811906,10,1
"446",1475.475211,3520.425637,6,1
"447",1480.375206,3657.40461,6,1
"448",1492.698841,3555.301504,6,1
"449",1324.815366,3697.990815,6,1
"450",1327.257027,3571.822031,8,1
"451",1340.624525,3688.830552,6,1
"452",1369.514719,3682.114901,6,1
"453",1383.799137,3572.629154,3,1
"454",1386.658018,3563.509739,6,1
"455",1391.190817,3644.370956,6,1
"456",1444.714526,3694.657199,6,1
"457",1449.259286,3666.617214,13,1
"458",1454.895659,3659.090796,6,1
"459",1339.453638,3574.259752,6,1
"460",1362.2501,3578.149154,3,1
"461",1376.285688,3686.373768,6,1
"462",1391.164451,3689.828824,6,1
"463",1426.915525,3659.863004,14,1
"464",1450.067067,3561.238215,6,1
"465",1471.980745,3574.656973,10,1
"466",1471.968758,3555.441278,3,1
"467",1471.393928,3534.742151,6,1
"468",1485.432218,3641.908566,6,1
"469",1390.386066,3532.717,6,1
"470",1313.35927,3677.829258,6,1
"471",1331.814192,3611.236332,6,1
"472",1351.561937,3648.957403,6,1
"473",1364.16361,3597.325942,6,1
"474",1371.267498,3588.775426,6,1
"475",1385.072066,3631.30843,6,1
"476",1421.211576,3697.267532,1,1
"477",1432.982197,3524.832665,6,1
"478",1448.677263,3601.23026,6,1
"479",1446.577179,3582.053832,6,1
"480",1471.772063,3588.34263,2,1
"481",1487.789882,3568.374478,6,1
"482",1495.980821,3676.117715,6,1
"483",1321.526386,3718.303557,8,1
"484",1333.329525,3847.274642,2,1
"485",1332.145529,3748.185156,6,1
"486",1334.570655,3828.197908,6,1
"487",1333.453247,3868.654621,6,1
"488",1339.919616,3820.532409,6,1
"489",1341.209571,3720.960978,3,1
"490",1348.571232,3799.55928,6,1
"491",1354.452569,3828.612658,6,1
"492",1355.135712,3761.724463,6,1
"493",1361.507709,3780.684878,6,1
"494",1370.937546,3815.796628,6,1
"495",1370.056395,3748.594672,1,1
"496",1371.099102,3798.104672,6,1
"497",1373.86469,3845.882516,8,1
"498",1381.583352,3727.209123,6,1
"499",1389.758115,3867.110781,8,1
"500",1397.45831,3818.110104,6,1
"501",1404.562649,3785.87197,6,1
"502",1407.83078,3770.99333,6,1
"503",1412.678733,3758.296528,6,1
"504",1422.572392,3716.11343,3,1
"505",1416.795033,3728.042092,3,1
"506",1426.843197,3867.525131,6,1
"507",1433.200415,3820.313071,14,1
"508",1432.308888,3892.713909,6,1
"509",1440.55901,3722.319938,6,1
"510",1439.65912,3750.855076,6,1
"511",1443.48053,3870.882532,0,1
"512",1447.645005,3882.052975,0,1
"513",1453.549951,3791.165903,3,1
"514",1456.554496,3780.794432,8,1
"515",1464.955885,3840.634035,6,1
"516",1472.407439,3766.485149,6,1
"517",1471.375161,3792.283733,6,1
"518",1473.342644,3742.062044,6,1
"519",1472.167743,3866.619061,6,1
"520",1475.794132,3786.161864,6,1
"521",1483.737873,3782.874698,6,1
"522",1486.886513,3824.61996,6,1
"523",1496.048028,3826.894694,0,1
"524",1314.823988,3874.352086,6,1
"525",1381.004677,3849.031726,6,1
"526",1392.095102,3753.099021,13,1
"527",1443.649349,3827.105628,6,1
"528",1459.806214,3760.062387,6,1
"529",1476.311507,3760.25412,3,1
"530",1475.606408,3892.659526,6,1
"531",1484.514056,3734.12778,3,1
"532",1487.156922,3715.88853,6,1
"533",1364.487724,3713.209285,6,1
"534",1379.102414,3802.585912,6,1
"535",1388.334658,3889.060652,6,1
"536",1394.931512,3802.772502,6,1
"537",1397.539209,3888.817149,3,1
"538",1438.998138,3851.251254,3,1
"539",1491.843777,3779.667801,0,1
"540",1356.570693,3741.856503,0,1
"541",1372.252817,3732.640128,2,1
"542",1396.162543,3831.645232,6,1
"543",1317.536905,3838.121449,8,1
"544",1375.65504,3716.936973,6,1
"545",1395.941773,3847.706257,6,1
"546",1406.184158,3815.921144,6,1
"547",1419.121481,3778.872387,6,1
"548",1430.405593,3821.575329,14,1
"549",1480.437545,3712.511651,3,1
"550",1514.631124,3722.280042,6,1
"551",1514.882122,3772.95435,6,1
"552",1519.169168,3853.669848,3,4
"553",1525.795318,3868.364341,3,4
"554",1532.849627,3744.18269,6,1
"555",1540.889622,3822.483163,13,6
"556",1548.676111,3875.98364,3,4
"557",1548.948585,3849.469445,4,4
"558",1550.810873,3732.799894,6,1
"559",1562.950369,3884.689031,0,4
"560",1568.988858,3771.327082,8,0
"561",1574.189612,3863.059627,3,4
"562",1577.691133,3775.833084,2,0
"563",1577.707872,3764.543011,3,0
"564",1584.282105,3877.454344,3,4
"565",1585.780463,3732.800589,4,1
"566",1598.862766,3799.847147,11,0
"567",1608.429771,3833.864612,11,0
"568",1615.548503,3762.544501,11,0
"569",1625.626061,3837.532265,3,0
"570",1630.362957,3879.982707,11,0
"571",1633.671159,3814.475128,11,0
"572",1634.027267,3863.103386,11,0
"573",1634.336608,3803.248845,8,0
"574",1635.824735,3765.641477,10,0
"575",1646.369565,3720.826801,3,4
"576",1656.231061,3885.552859,2,0
"577",1661.85025,3824.173177,11,0
"578",1678.583344,3720.506206,3,4
"579",1683.727084,3740.75199,11,4
"580",1694.079875,3881.891017,11,0
"581",1520.636679,3753.802971,3,1
"582",1536.602798,3775.663977,6,1
"583",1549.081275,3756.085966,6,1
"584",1557.040179,3821.208762,3,0
"585",1572.637733,3892.23826,0,4
"586",1603.414662,3816.807738,11,0
"587",1619.896115,3896.986243,11,0
"588",1658.510184,3851.407522,11,0
"589",1660.573458,3864.725549,11,0
"590",1628.514689,3768.208741,11,0
"591",1526.660629,3728.886594,6,1
"592",1512.133803,3858.631918,6,1
"593",1610.108282,3744.24215,11,0
"594",1685.175036,3892.480042,11,0
"595",1513.32432,3645.151993,6,1
"596",1519.993446,3557.685201,6,1
"597",1526.605326,3564.811845,3,1
"598",1525.268727,3662.821769,6,1
"599",1530.477423,3607.69302,6,1
"600",1538.33515,3632.029225,6,1
"601",1537.275088,3648.971285,8,1
"602",1542.339519,3695.34313,6,1
"603",1543.797538,3534.164503,6,1
"604",1546.69208,3566.890053,6,1
"605",1551.59644,3605.90524,6,1
"606",1553.787605,3675.649793,6,1
"607",1561.15984,3663.494004,8,1
"608",1570.303371,3604.969555,0,1
"609",1573.058909,3555.278794,3,1
"610",1570.331943,3689.544968,8,1
"611",1578.721063,3619.571888,6,1
"612",1585.001035,3640.197656,3,1
"613",1583.137382,3537.558638,14,1
"614",1587.297327,3521.62992,6,1
"615",1600.635893,3552.393361,6,1
"616",1606.97556,3691.797371,6,1
"617",1604.661817,3616.843202,10,1
"618",1607.164674,3533.991479,6,1
"619",1611.194787,3656.654167,0,1
"620",1615.831446,3579.074329,6,1
"621",1623.056761,3618.673087,6,1
"622",1629.112299,3559.340704,6,1
"623",1627.716253,3698.392583,3,4
"624",1631.164219,3530.434738,6,1
"625",1645.686273,3544.220854,0,1
"626",1646.415284,3515.959316,6,1
"627",1648.147889,3616.293324,6,1
"628",1648.960848,3678.077486,3,4
"629",1652.034014,3650.60946,3,4
"630",1656.525208,3513.399892,0,1
"631",1656.118093,3690.016165,3,4
"632",1657.050003,3610.628339,3,1
"633",1664.390085,3608.618103,3,1
"634",1664.688697,3591.379662,0,1
"635",1671.87484,3594.453643,0,1
"636",1669.319381,3631.767875,3,4
"637",1671.003688,3662.479779,0,4
"638",1674.405495,3527.939477,6,1
"639",1680.568242,3657.830551,3,4
"640",1677.603452,3578.878097,6,1
"641",1689.773323,3552.879842,6,1
"642",1517.2643,3579.224101,6,1
"643",1523.716558,3643.340063,6,1
"644",1537.794745,3617.264629,6,1
"645",1564.105686,3519.459988,6,1
"646",1585.648204,3612.314794,6,1
"647",1590.753975,3647.946145,0,1
"648",1606.530372,3598.438312,6,1
"649",1623.15933,3673.671244,6,1
"650",1679.509519,3554.941191,6,1
"651",1515.770896,3688.26004,6,1
"652",1539.942957,3673.556387,6,1
"653",1556.032388,3641.352112,6,1
"654",1568.840276,3540.026358,6,1
"655",1565.695122,3634.433701,6,1
"656",1586.153693,3572.937742,4,1
"657",1603.137909,3547.793291,6,1
"658",1652.923201,3553.473014,6,1
"659",1689.129843,3546.990824,6,1
"660",1556.290411,3615.978474,6,1
"661",1579.84545,3577.554826,6,1
"662",1586.458082,3633.239999,6,1
"663",1605.67656,3559.803407,6,1
"664",1677.18896,3609.459444,6,1
"665",1508.479032,3579.049527,6,1
"666",1547.231319,3518.25083,6,1
"667",1552.875791,3548.837704,6,1
"668",1567.321195,3581.55576,6,1
"669",1582.930437,3566.381675,6,1
"670",1602.214125,3567.970524,6,1
"671",1632.093314,3578.816869,6,1
"672",1642.007751,3589.108356,6,1
"673",1687.515464,3540.686342,6,1
"674",1519.214317,3333.228605,13,1
"675",1520.885131,3342.471264,6,1
"676",1527.272927,3486.425483,6,1
"677",1531.184035,3394.727947,6,1
"678",1533.65773,3454.474572,6,1
"679",1536.712573,3349.745819,6,1
"680",1540.267244,3497.837941,6,1
"681",1541.010815,3368.190719,6,1
"682",1545.792557,3330.612657,14,1
"683",1546.065399,3478.480287,6,1
"684",1547.154654,3491.682073,6,1
"685",1547.973313,3384.199778,6,1
"686",1549.774692,3366.103463,6,1
"687",1552.905424,3424.17812,6,1
"688",1562.049341,3322.874155,5,2
"689",1564.107066,3493.919535,6,1
"690",1564.87018,3364.027229,6,1
"691",1565.81363,3422.789514,6,1
"692",1570.258792,3413.087704,6,1
"693",1571.083323,3466.342874,6,1
"694",1588.85987,3320.822598,6,1
"695",1590.381071,3465.855788,14,1
"696",1593.083304,3451.77989,14,1
"697",1596.113769,3435.089597,6,1
"698",1607.48316,3328.327266,4,1
"699",1606.515615,3314.286832,6,1
"700",1607.762234,3351.582856,6,1
"701",1610.366333,3429.361658,6,1
"702",1614.129212,3481.681286,6,1
"703",1617.78795,3384.490551,14,1
"704",1618.531876,3454.188445,6,1
"705",1625.108319,3370.501039,0,1
"706",1633.155338,3324.005617,6,1
"707",1632.756976,3419.743775,6,1
"708",1633.164916,3480.795655,6,1
"709",1635.178166,3462.399431,6,1
"710",1637.908505,3487.133722,6,1
"711",1642.735934,3413.034474,6,1
"712",1641.915944,3397.989302,6,1
"713",1646.275709,3453.815342,6,1
"714",1652.419646,3419.144622,6,1
"715",1659.490533,3496.732544,6,1
"716",1665.602363,3335.896255,6,1
"717",1668.702614,3376.120231,6,1
"718",1668.362623,3405.745939,6,1
"719",1676.32969,3321.161982,6,1
"720",1681.215111,3355.31599,6,1
"721",1693.219269,3362.988099,6,1
"722",1512.618588,3472.477897,6,1
"723",1530.845752,3432.691132,6,1
"724",1539.983731,3324.707628,6,1
"725",1557.225112,3447.047528,6,1
"726",1599.354129,3494.314527,6,1
"727",1615.189101,3406.729713,6,1
"728",1619.496763,3468.151425,6,1
"729",1642.229813,3349.759737,6,1
"730",1644.042179,3440.859,6,1
"731",1644.649712,3375.650783,6,1
"732",1677.995139,3494.352763,3,1
"733",1695.89481,3485.852255,8,1
"734",1556.695056,3398.650601,6,1
"735",1580.608297,3469.512884,6,1
