X,Y,mclust
5626.78985507246,2102.3115942029,2
5263.76991150443,1675.24778761062,2
4539.45859872611,2821.25477707006,2
3811.17777777778,3701.06666666667,2
1557.33333333333,2123.1746031746,1
1755.65625,1695.66875,2
1426.55284552846,1828.08943089431,1
1824.43333333333,1433.47777777778,2
2175.04964539007,3143.97163120567,2
1698.55,2064.68,1
4696.27672955975,967.471698113208,2
1499.45378151261,3163.49579831933,2
5526.05303030303,1825.96212121212,2
1790.5046728972,1294.6261682243,1
4272.70945945946,4227.95945945946,2
5033.50746268657,1194.02985074627,2
4680.52112676056,882.647887323944,2
4763.60975609756,4215.94308943089,1
1385.38888888889,2032.27777777778,4
3702.04430379747,4034.08860759494,2
1523.024,2574.08,2
3626.14792899408,825.721893491124,2
3356.30392156863,3578.96078431373,2
4564.79617834395,2522.98089171975,2
5454.33516483516,2570.21978021978,2
4384.51666666667,1024.48333333333,2
2325.81151832461,804.282722513089,1
4909.14173228347,1228.9842519685,2
1321.38028169014,2206.43661971831,1
3817.24691358025,3928.60493827161,2
5633.36111111111,1615.07407407407,2
2023.88976377953,3141.36220472441,2
1338.14705882353,2178.36764705882,1
4567.27368421053,4135.25263157895,1
2531.3670212766,1827.37234042553,2
2685.43497757848,3963.85650224215,2
1791.96825396825,1097.44444444444,2
5004.08333333333,1351.75555555556,2
2333.03658536585,3701.24390243902,1
4670.46666666667,3386.97948717949,2
4006.78125,1795.09375,2
5841.5612244898,2869.4387755102,2
4020.51818181818,4340.68636363636,1
4049.79679144385,1159.70053475936,2
2588.43373493976,3478.57831325301,2
2026.54243542435,2710.59778597786,2
3660.09595959596,3614.17171717172,2
4587.93636363636,1725.59090909091,2
3494.98198198198,3327.67567567568,2
4797.55729166667,4211.609375,1
2623.25352112676,3909.21126760563,2
2051.22222222222,4002.33333333333,2
3436.65131578947,1830.11842105263,2
3624.45871559633,2929.66972477064,2
3291.22222222222,1389.25,2
2828.22222222222,1620.18055555556,2
5331.35606060606,2295.30303030303,2
2886.34449760766,3705.81339712919,2
4408.54310344828,819.224137931035,1
1402.67973856209,1540.76470588235,2
2867.68341708543,3343.68341708543,1
4638.21804511278,4033.96240601504,4
4689.03597122302,2432.15827338129,2
5223.24,1875.36,2
5246.07894736842,3901.36842105263,2
4974.21088435374,4197.15646258503,2
3866.17222222222,882.122222222222,1
2029.50641025641,4216.61538461538,2
5157.608,3231.84,2
4092.21481481481,4472.28148148148,1
5826.38356164384,2760.6301369863,2
2915.875,4443.02840909091,1
4818.28985507246,1591.3768115942,2
1839.73684210526,1240.62280701754,1
5674.23913043478,2350.83695652174,2
3399.03626943005,4507.23834196891,2
5474.22834645669,1257.07874015748,2
4086.95442359249,4111.78016085791,2
3384.58333333333,1957.14285714286,2
3909.63313609467,947.733727810651,1
2948.68571428571,3892.38857142857,2
5898.3051948052,3226.64285714286,2
2199.74242424242,660.575757575758,3
5573.39393939394,4144.27272727273,1
4221.78645833333,577.484375,2
4015.64161849711,851.85549132948,1
2741.58974358974,3786.98290598291,2
4206.81208053691,1768.28187919463,2
5604.98,2678.90666666667,4
5114.52380952381,2670.52380952381,4
2900.66292134831,1407.34831460674,2
4802.68148148148,3853.52592592593,2
1646.01538461538,3983.95384615385,1
5497.98230088496,3320.77876106195,2
2212.24203821656,3386.66242038217,3
4140.0773480663,1713.38121546961,2
2477.62371134021,4420.5,4
4921.89795918367,880.964285714286,2
4954.91095890411,1047.79452054795,2
5182.65384615385,1637.71538461538,1
5085.78640776699,3535.77669902913,3
5053.86633663366,2639.94059405941,2
2444.96875,759.46875,2
5672.12820512821,3293.68376068376,1
1849.29090909091,3504.62727272727,2
5421.49295774648,2214.71830985915,4
3276.24038461538,1727.91346153846,2
3723.41397849462,2113.39784946237,2
2778.34285714286,2452.35714285714,2
4282.06486486486,825.540540540541,1
5409.46153846154,3612.78205128205,2
2272.91549295775,2220.07042253521,2
1709.05109489051,2597.99270072993,2
2601.33823529412,3344.75,2
2712.1696969697,2106.6,2
4641.10989010989,3349.42857142857,2
3285.70348837209,3844.16279069767,2
4291.92553191489,2515.21276595745,2
5391.1724137931,2568.82266009852,2
2224.25821596244,3339.8779342723,2
4673.93630573248,3027.44585987261,2
4726.77049180328,3097.91256830601,2
3392.13259668508,1898.67955801105,2
3545.5859375,4436.8046875,2
5566.45,3765.895,2
4827.79144385027,2259.13368983957,2
1771.22891566265,1110.24096385542,3
4371.32142857143,4223.20714285714,1
3915.72916666667,1759.15104166667,2
5417.08522727273,1670.59090909091,2
3495.00510204082,537.525510204082,2
5064.04424778761,2656.8407079646,2
3865.2264957265,2487.67094017094,2
3081.83561643836,4215.6301369863,2
2161.95454545455,3156.90909090909,2
4219.69230769231,3273.12307692308,2
4130.17567567568,731.013513513514,1
5592.28104575163,3933.67320261438,1
1967.99307958478,4139.91003460208,2
2228.31927710843,1551.77710843373,2
3060.3602484472,1437.4347826087,2
4918.19230769231,4286.00961538462,4
2032.27111111111,3510.45333333333,3
2095.94630872483,2281.90604026846,2
3780.13913043478,1108.54782608696,2
4921.18320610687,1873.93893129771,2
3319.03947368421,2742.43421052632,2
3149.704,1197.688,2
2226.73015873016,3220.8253968254,2
2017.95,4277.56666666667,4
3227.945,856.945,2
3732.53153153153,3983.07207207207,2
2421.90551181102,2562.44094488189,2
4449.84210526316,1069.85526315789,2
2388.05882352941,2512.94117647059,2
2931.68181818182,2366.66363636364,2
5250.14173228347,1421.69291338583,4
3763.32835820896,4454.75621890547,1
2551.66253869969,2391.10835913313,2
4008.64285714286,962.678571428571,1
2738.11538461538,4399.14102564103,1
5963.11320754717,3332.75471698113,2
5767.49350649351,2724.75974025974,1
5685.72307692308,1500.67692307692,2
4188.30898876405,3307.83146067416,2
5080.33962264151,4407.72327044025,4
1760.032,1948.456,3
4226.37908496732,3966.23529411765,1
2008.53741496599,1032.22448979592,1
1742.88793103448,1990.84913793103,3
2410.08333333333,809.133333333333,2
4064.59649122807,3384.02631578947,2
4702.77099236641,2369.80916030534,2
3972.59420289855,1346.07246376812,2
3713.13829787234,4431.70212765957,1
2478.08450704225,1067.16901408451,1
2798.92592592593,526.318518518519,2
4998.45161290323,890.6866359447,2
2269.0,4386.74074074074,2
2925.5593220339,1989.44915254237,2
2854.25287356322,3915.83908045977,2
5185.01351351351,1344.19369369369,2
3543.68062827225,909.858638743455,2
4724.50406504065,1979.0,2
3743.50354609929,1429.9219858156,2
5831.03676470588,3644.40441176471,2
4599.86274509804,3441.77941176471,2
5618.08641975309,3610.98765432099,1
4275.8389261745,1033.25503355705,3
4406.01030927835,2977.53608247423,2
5007.29696969697,3933.99393939394,2
3566.875,1452.97222222222,1
4272.455,2838.725,2
4047.92805755396,1594.32374100719,2
3104.65841584158,4623.61386138614,4
4150.38505747126,3936.08620689655,1
4612.14948453608,1144.44329896907,2
2489.19696969697,2014.54545454545,2
2916.95714285714,1267.17142857143,2
5127.50653594771,4289.01960784314,2
4932.01470588235,4431.5,4
3872.31012658228,811.291139240506,2
4335.15447154472,3240.9674796748,2
3435.84615384615,1519.17482517483,2
4229.97744360902,591.548872180451,1
4340.87943262411,531.581560283688,1
