mclust,x,y
1,2805.47972972973,2609.89189189189
3,4436.642335766421,1078.56934306569
3,5223.88524590164,3245.18032786885
1,1711.3623188405802,4191.39130434783
1,2809.0444444444397,4286.2
4,2959.9795918367304,3667.1510204081605
1,1603.4158415841598,2298.34653465347
3,2480.5769230769197,2603.39423076923
1,3827.93292682927,1047.4207317073199
1,4629.722222222221,2197.34027777778
1,3565.1907894736796,2303.09210526316
1,3648.58659217877,1657.9944134078198
1,5581.6513761467895,1908.8899082568803
4,4932.95402298851,2483.5804597701103
2,3728.4088888888896,1287.7733333333301
3,3227.25,1864.8425925925897
1,4066.8333333333294,3776.3796296296296
4,3080.76744186047,3530.59302325581
1,3219.35593220339,716.35593220339
1,1871.8735632183898,4063.4597701149396
4,3782.7809523809497,2416.2
3,3656.39344262295,3461.0
3,3975.40804597701,1242.22413793103
3,4721.79611650485,1820.7087378640801
1,4452.134615384621,4306.82051282051
1,2576.08474576271,3732.9406779661
1,3153.0,462.116129032258
1,3871.34444444444,479.0
1,2442.94444444444,552.534722222222
1,3862.3968253968296,761.507936507937
1,5623.25,2594.9811320754698
1,1945.2281553398102,3526.27184466019
1,2809.87058823529,4251.388235294121
4,3451.5828877005297,3116.60427807487
1,4252.7430167597795,2923.2402234636897
2,5385.656565656571,2266.17171717172
1,1548.63063063063,3634.18918918919
1,4477.5572519084,3688.6793893129798
1,3200.30588235294,2494.24117647059
2,3049.35761589404,2898.10927152318
1,4311.049327354261,3847.9820627802706
3,2041.1782945736397,3263.48837209302
1,4969.54430379747,1635.7468354430403
1,2469.15454545455,1389.89545454545
1,4616.29743589744,2070.53333333333
1,3616.96089385475,4322.44134078212
4,3883.1739130434794,3137.0621118012396
1,4570.46315789474,2478.94210526316
1,1819.88020833333,4013.671875
4,4928.668539325839,3240.44943820225
2,2154.0931677018602,664.9565217391299
1,3596.0252525252504,1370.97474747475
1,3465.16847826087,3643.78804347826
1,4287.125,3753.3970588235297
2,2966.01176470588,2192.51176470588
1,2011.6951219512198,2225.67682926829
4,4924.05263157895,2287.2105263157896
1,3666.8098591549297,307.05633802816897
1,5479.1132075471705,2024.4905660377399
2,1842.28205128205,977.801282051282
3,5363.912408759121,3884.36496350365
4,5078.80582524272,3707.63106796117
1,5560.4,1754.9888888888902
1,2620.2967032967003,1353.5384615384598
2,5700.6868131868105,2306.5439560439604
4,3086.3640776699,3681.22815533981
4,4993.61038961039,4154.4632034632
1,2329.6896551724103,4287.37931034483
3,2611.11009174312,1891.94495412844
1,4002.0429447852794,2256.8773006135
1,3130.44755244755,2417.62237762238
1,3374.5026737967896,2180.60427807487
1,4214.6577181208,4213.630872483221
1,3670.2877697841705,831.0071942446041
4,3307.20625,1472.59375
1,4653.09230769231,3047.4692307692303
1,2498.3357664233604,2254.86861313869
1,2497.4326923076896,1314.77884615385
1,2836.14960629921,3775.42519685039
1,3569.5256410256397,4057.7820512820504
1,3602.2580645161297,1692.9892473118302
1,4305.95973154362,2523.21476510067
1,3297.07692307692,4470.23076923077
1,4098.20168067227,2202.28571428571
2,3765.44,1492.6
1,4286.10769230769,2227.16923076923
1,3883.3068181818203,3631.2556818181797
1,2424.95327102804,3790.18224299065
1,5368.363636363641,1578.28671328671
2,3000.9527027027,865.364864864865
2,1679.4854368932001,1380.71844660194
1,2900.28333333333,2278.43333333333
2,2223.2448275862102,3417.04137931034
1,3982.3105022831105,4403.598173515979
4,5019.87218045113,3404.4285714285697
4,2838.7924528301896,3908.3349056603797
2,5514.61739130435,3441.93913043478
2,4609.088888888889,782.1444444444439
1,1437.0388349514599,3470.38834951456
1,5131.17934782609,2316.7445652173897
3,4932.0178571428605,925.8125
3,4638.31730769231,628.423076923077
1,2322.1354166666697,2271.1666666666697
1,1917.06976744186,2054.29457364341
1,5152.5,4500.6428571428605
3,5345.22580645161,1937.01612903226
4,3567.4285714285706,3132.73701298701
1,4277.8375,2453.21875
1,4353.81294964029,4058.6187050359704
4,3487.4045801526695,3790.90076335878
2,4550.18918918919,3976.8810810810796
2,2795.4131736526897,2166.73652694611
4,3321.6830985915503,2794.71126760563
1,2809.3478260869606,2731.34782608696
1,5395.36585365854,1617.62601626016
1,2124.4893617021303,2265.78723404255
1,5207.473684210529,1577.52631578947
1,2500.10638297872,4379.01063829787
4,3274.1458333333303,1474.92916666667
1,2814.62857142857,3076.3
1,4731.43636363636,3872.8
1,1766.75,3947.02941176471
1,5544.797872340429,1589.31914893617
1,1840.35922330097,2408.0582524271804
2,4334.54285714286,3854.4857142857104
1,4403.414201183429,4102.68639053254
2,5429.370860927151,3270.01986754967
3,4278.15384615385,1239.0576923076899
3,2333.56,2085.93333333333
1,3479.89595375723,1260.34682080925
4,3863.2280701754403,2905.9649122807
1,1972.44886363636,3906.0397727272707
4,3716.7111111111103,2189.02962962963
1,4135.30827067669,3647.1278195488703
2,2495.77551020408,3229.8877551020396
1,5522.87719298246,3975.47368421053
4,3039.24539877301,3741.29447852761
3,1600.98181818182,1762.1272727272699
1,3284.8305084745803,2426.70056497175
1,4044.655,3946.33
1,5244.31730769231,1068.98076923077
1,5597.0,3611.3020134228204
1,2187.1198156682,1195.13824884793
1,5793.906040268461,2492.2953020134196
1,1849.6511627907,1254.01550387597
3,2403.1698113207503,1579.33333333333
3,5368.86614173228,3312.00787401575
4,4288.75,2385.4358974359
1,3741.7580645161297,3995.0161290322603
1,3250.3,4499.58125
4,2923.1834862385303,3849.2844036697206
3,5230.4487179487205,3904.0
1,2418.95035460993,887.198581560284
1,2124.9619047619,2496.55238095238
1,3848.0740740740703,3977.80555555556
1,2510.4313725490197,4031.4803921568605
2,4714.27567567568,3993.4216216216205
4,1931.8307692307699,2264.87692307692
1,2040.18285714286,3683.6857142857107
2,4288.829268292679,2079.7073170731696
4,4840.803418803421,3693.5726495726503
4,3712.09523809524,2104.35714285714
4,2858.0985915492997,3960.07042253521
1,3942.3223684210498,3838.39473684211
1,5489.005464480871,3236.27322404372
1,5226.91549295775,4500.36150234742
1,5690.948275862071,3366.99137931034
1,5211.16393442623,1860.9508196721301
1,5214.98473282443,1523.25190839695
1,5308.85039370079,2960.1968503937
1,5572.6996996996995,2632.3903903903897
1,5641.85483870968,3416.41935483871
4,3895.0701754386,4219.56140350877
1,1887.6091954023002,1337.73563218391
1,2279.87301587302,2262.80158730159
4,4389.37158469945,3505.91803278689
3,2886.14864864865,2772.5405405405395
1,3877.22834645669,1396.92125984252
2,2069.75,4300.04054054054
3,5378.59685863874,3677.6335078534003
3,2124.0182926829298,3272.8048780487798
2,2769.14201183432,4556.60355029586
1,4043.0494505494503,2188.8461538461497
1,3093.78217821782,2924.70297029703
1,4930.6075949367105,2847.60126582278
1,5666.736,2985.808
1,5313.28571428571,4105.97619047619
3,2090.76381909548,1865.2613065326602
1,5474.793333333329,1299.2
4,3766.0844444444397,4241.35111111111
1,5665.95857988166,2239.73372781065
1,2480.4452554744503,1255.91240875912
1,2812.4551724137896,3232.7172413793105
1,2146.85875706215,1225.28813559322
1,4824.01526717557,2761.15267175573
1,1988.20238095238,2201.42063492063
3,4285.49411764706,1173.47058823529
4,3602.03846153846,2998.24786324786
1,3237.42424242424,683.818181818182
1,4283.42631578947,4212.331578947371
1,2003.8125,3739.9140625
4,3535.9318181818203,2447.84090909091
3,2552.45535714286,3090.5535714285697
1,4431.89108910891,2786.4356435643604
1,2991.3137254902003,4546.0931372549
4,3771.75,3421.15
4,3056.76126126126,3899.57207207207
2,3928.65909090909,2014.1477272727302
1,2233.9343065693397,1814.89051094891
3,2596.94117647059,703.2605042016811
1,1506.18018018018,3210.58558558559
1,1954.88780487805,2529.6487804878
3,4449.44247787611,1558.92920353982
1,5885.24324324324,2500.87837837838
4,3198.8343558282204,3513.30061349693
1,3211.54358974359,4396.4
1,2048.42727272727,3519.71818181818
1,2352.49122807018,3789.56140350877
1,5279.29569892473,2821.6344086021504
1,5509.49222797927,4323.50259067358
4,4791.08474576271,2855.1186440678002
1,3645.7113402061896,537.3608247422679
3,4097.80373831776,1339.56074766355
1,4300.397849462371,2966.8333333333303
3,4831.08974358974,585.410256410256
1,4191.71521035599,4234.37540453074
2,1982.06701030928,2436.65979381443
1,5456.39552238806,2924.50746268657
4,2741.27586206897,2425.1839080459804
2,1710.8046875,1389.3359375
1,4381.464968152871,712.28025477707
3,4901.8904109589,1136.61643835616
1,4865.66233766234,2923.08441558442
1,2243.8497409326396,3986.5803108808295
1,4545.92553191489,3704.3439716312105
1,4960.5076923076895,1730.96153846154
2,3035.5714285714303,3009.4857142857104
1,4373.22388059701,918.8507462686571
4,3617.203125,1936.1640625
1,2366.29133858268,964.866141732284
1,3394.8813559321998,4253.15254237288
1,5236.09090909091,1581.38961038961
1,2442.49740932643,4299.04663212435
1,2182.53333333333,4250.14444444444
3,5010.45378151261,815.588235294118
1,5353.64028776978,3993.4964028777003
1,2224.4931506849302,918.986301369863
1,2763.6878980891697,4004.5923566878996
1,2128.01149425287,4223.12643678161
1,4851.41071428571,3192.3660714285697
1,5835.80597014925,3313.61194029851
3,2745.01923076923,1607.25
1,5207.66438356164,3620.06849315068
1,4868.72602739726,2509.4931506849302
1,4834.30588235294,2935.1882352941197
2,3684.06106870229,1233.6832061068699
1,2529.26553672316,632.062146892655
1,5448.45945945946,4260.74054054054
4,2875.07848837209,2577.48837209302
4,4064.23880597015,2427.15671641791
2,2985.704,882.576
1,5053.12359550562,2377.5842696629197
2,4306.0720338983,2149.25
1,5462.19696969697,2790.3030303030296
4,3804.0333333333297,2161.26666666667
1,1860.4870129870103,3952.73376623377
2,4094.9473684210498,1129.4842105263199
3,4813.21186440678,1250.6525423728801
4,3769.00341296928,2128.9556313993203
3,2568.4166666666697,1678.3
2,5420.39230769231,2326.6923076923104
2,2269.62962962963,3427.0113960114
1,1936.97549019608,4064.20098039216
2,1580.9591836734699,1950.83673469388
3,3930.31325301205,1367.63855421687
3,2704.55454545455,2780.22727272727
1,1747.8602150537602,1233.83870967742
1,3818.8,972.9153846153849
1,5715.2,3840.94545454545
1,4035.3563218390796,482.218390804598
1,2944.6666666666697,522.3174603174599
1,5438.7014925373105,4171.64552238806
3,2198.68333333333,2861.01666666667
1,5694.12048192771,2097.89156626506
4,4118.24747474747,3008.72222222222
1,5740.28070175439,3203.50877192982
1,3258.7633587786304,3231.2900763358803
1,5428.49264705882,1800.0441176470601
1,2009.0444444444397,2206.43333333333
1,3292.5243902439,3024.12195121951
2,2832.8447204968897,660.751552795031
1,2679.9175257732,2207.5979381443303
1,1601.4797297297303,2063.13513513514
2,5556.65853658537,3421.81300813008
1,1781.63333333333,1423.13333333333
1,3445.66847826087,2438.47826086957
1,2740.08720930233,2339.8023255814
1,3926.24621212121,2654.64015151515
2,4946.3956043956,1283.59340659341
1,4941.428571428571,1474.86607142857
3,2495.125,2997.99375
1,3633.1809954751097,4330.484162895929
1,4971.5299145299105,4466.83760683761
1,3336.9203539822997,3022.2654867256606
1,3041.24285714286,3195.27142857143
3,4734.82352941176,1046.4064171123
2,2389.31927710843,832.590361445783
4,3214.0828729281798,3952.6906077348103
1,5187.90666666667,2396.57333333333
1,4823.696721311479,4266.55737704918
3,4617.6095890411,920.582191780822
1,4047.0714285714294,3616.3246753246794
3,4537.59712230216,1292.6762589928098
1,3323.98,4378.3
1,5550.267759562839,2207.77595628415
3,4557.4966442953,480.96979865771794
4,3554.96484375,1835.30859375
1,3184.65,3055.355
1,3062.5419354838696,1319.8258064516099
1,4929.26178010471,1706.2198952879598
1,3780.3452914798204,4508.12107623318
1,2161.55405405405,1115.45945945946
1,3527.8873239436602,1355.7605633802802
1,5702.2553191489405,2138.1595744680803
2,3647.3083333333293,1254.36666666667
3,3774.20224719101,1586.3820224719102
3,4569.171717171721,1629.69696969697
1,2604.90551181102,2644.45669291339
4,3612.0303030303003,3206.17171717172
4,3380.0,3950.41610738255
1,5536.847826086961,2956.7282608695696
1,3188.43055555556,4436.61111111111
1,4006.8148148148102,4083.7777777777796
3,1566.7384615384601,2954.4692307692303
1,2002.4652406417101,1014.5561497326199
4,4995.75,3642.7261904761895
1,2633.39166666667,4343.56666666667
4,3258.4146341463397,2777.34959349594
1,2343.28301886792,864.31320754717
1,4023.6369047619,675.255952380952
1,4671.1733333333295,3924.92
1,3468.80184331797,4414.67741935484
1,5279.71739130435,2007.5760869565197
1,2525.93396226415,654.0
4,4053.60305343511,3481.09923664122
1,4540.28440366973,4497.01834862385
1,3078.3664122137397,3374.3435114503804
3,5414.32710280374,1072.23364485981
1,3750.1518987341797,4306.51265822785
4,3562.93023255814,1527.7519379845
3,4800.2633744856,1048.18930041152
1,3052.18691588785,2435.58411214953
1,1970.8431372548998,4210.62745098039
2,1705.94505494505,1133.6593406593402
2,3685.7528089887605,1458.8651685393302
3,2588.1746031745997,937.952380952381
1,5626.789855072459,2102.3115942029
1,5263.76991150443,1675.2477876106198
1,4539.45859872611,2821.2547770700603
1,3811.1777777777797,3701.0666666666707
1,1557.33333333333,2123.1746031745997
3,1755.65625,1695.66875
1,1426.55284552846,1828.0894308943102
1,1824.43333333333,1433.4777777777801
1,2175.04964539007,3143.9716312056703
1,1698.55,2064.68
3,4696.27672955975,967.471698113208
1,1499.4537815126098,3163.49579831933
1,5526.05303030303,1825.96212121212
1,1790.5046728972,1294.6261682242998
1,4272.70945945946,4227.95945945946
1,5033.507462686571,1194.02985074627
3,4680.52112676056,882.6478873239439
1,4763.60975609756,4215.94308943089
1,1385.38888888889,2032.27777777778
1,3702.04430379747,4034.0886075949397
2,1523.024,2574.08
1,3626.1479289940794,825.721893491124
4,3356.3039215686304,3578.96078431373
1,4564.7961783439505,2522.98089171975
2,5454.33516483516,2570.2197802197798
2,4384.516666666671,1024.4833333333302
1,2325.8115183246105,804.282722513089
3,4909.14173228347,1228.9842519685
1,1321.38028169014,2206.4366197183103
1,3817.2469135802503,3928.60493827161
3,5633.3611111111095,1615.0740740740698
3,2023.88976377953,3141.3622047244103
1,1338.1470588235302,2178.36764705882
1,4567.27368421053,4135.25263157895
3,2531.3670212766,1827.3723404255302
4,2685.4349775784804,3963.8565022421503
1,1791.96825396825,1097.44444444444
2,5004.083333333329,1351.75555555556
1,2333.03658536585,3701.2439024390205
4,4670.466666666671,3386.9794871794898
3,4006.78125,1795.09375
1,5841.5612244898,2869.4387755102002
1,4020.51818181818,4340.68636363636
2,4049.79679144385,1159.70053475936
1,2588.43373493976,3478.57831325301
1,2026.54243542435,2710.59778597786
4,3660.0959595959603,3614.1717171717205
1,4587.93636363636,1725.5909090909101
4,3494.98198198198,3327.67567567568
1,4797.557291666671,4211.609375
4,2623.2535211267605,3909.21126760563
1,2051.22222222222,4002.3333333333294
1,3436.65131578947,1830.11842105263
4,3624.45871559633,2929.6697247706397
1,3291.22222222222,1389.25
2,2828.22222222222,1620.18055555556
2,5331.35606060606,2295.30303030303
1,2886.34449760766,3705.81339712919
1,4408.543103448279,819.224137931035
3,1402.67973856209,1540.7647058823497
1,2867.6834170854304,3343.6834170854304
2,4638.21804511278,4033.9624060150395
1,4689.03597122302,2432.15827338129
1,5223.24,1875.36
3,5246.078947368421,3901.3684210526294
4,4974.21088435374,4197.15646258503
1,3866.1722222222206,882.122222222222
1,2029.5064102564102,4216.615384615379
1,5157.608,3231.84
2,4092.2148148148103,4472.281481481479
1,5826.38356164384,2760.6301369863
1,2915.875,4443.02840909091
2,4818.28985507246,1591.3768115942
1,1839.73684210526,1240.62280701754
1,5674.23913043478,2350.83695652174
1,3399.03626943005,4507.2383419689095
1,5474.22834645669,1257.07874015748
1,4086.9544235924895,4111.78016085791
1,3384.5833333333303,1957.14285714286
1,3909.6331360946706,947.733727810651
4,2948.6857142857107,3892.3885714285707
1,5898.3051948052,3226.64285714286
3,2199.74242424242,660.575757575758
1,5573.393939393941,4144.27272727273
1,4221.786458333329,577.484375
1,4015.64161849711,851.85549132948
1,2741.58974358974,3786.9829059829103
3,4206.812080536911,1768.2818791946302
1,5604.98,2678.90666666667
1,5114.52380952381,2670.52380952381
1,2900.6629213483097,1407.3483146067401
4,4802.68148148148,3853.5259259259296
1,1646.0153846153798,3983.95384615385
2,5497.98230088496,3320.7787610619503
2,2212.24203821656,3386.66242038217
1,4140.0773480663,1713.38121546961
2,2477.6237113402103,4420.5
3,4921.89795918367,880.964285714286
3,4954.91095890411,1047.79452054795
1,5182.65384615385,1637.71538461538
1,5085.78640776699,3535.7766990291298
4,5053.8663366336605,2639.94059405941
1,2444.96875,759.46875
1,5672.1282051282105,3293.6837606837603
2,1849.29090909091,3504.62727272727
1,5421.492957746479,2214.71830985915
1,3276.24038461538,1727.91346153846
4,3723.4139784946206,2113.39784946237
4,2778.34285714286,2452.35714285714
1,4282.06486486486,825.540540540541
3,5409.46153846154,3612.7820512820504
1,2272.91549295775,2220.07042253521
2,1709.05109489051,2597.99270072993
1,2601.33823529412,3344.75
2,2712.1696969697,2106.6
1,4641.10989010989,3349.4285714285697
1,3285.70348837209,3844.16279069767
1,4291.92553191489,2515.21276595745
2,5391.1724137931,2568.82266009852
1,2224.25821596244,3339.8779342722996
1,4673.93630573248,3027.44585987261
1,4726.77049180328,3097.91256830601
1,3392.13259668508,1898.6795580110502
1,3545.5859375,4436.8046875
1,5566.45,3765.895
4,4827.79144385027,2259.13368983957
1,1771.2289156626503,1110.24096385542
1,4371.321428571429,4223.20714285714
3,3915.7291666666706,1759.15104166667
1,5417.08522727273,1670.5909090909101
1,3495.0051020408196,537.525510204082
4,5064.0442477876095,2656.8407079646
4,3865.2264957265,2487.67094017094
1,3081.83561643836,4215.6301369863
3,2161.95454545455,3156.90909090909
1,4219.69230769231,3273.1230769230797
1,4130.1756756756795,731.013513513514
1,5592.28104575163,3933.67320261438
1,1967.99307958478,4139.91003460208
3,2228.31927710843,1551.77710843373
1,3060.3602484472,1437.4347826087
1,4918.19230769231,4286.009615384621
1,2032.2711111111103,3510.45333333333
1,2095.94630872483,2281.90604026846
2,3780.13913043478,1108.54782608696
1,4921.18320610687,1873.9389312977103
4,3319.0394736842104,2742.43421052632
1,3149.704,1197.688
3,2226.7301587301604,3220.8253968254
1,2017.95,4277.56666666667
1,3227.945,856.945
1,3732.5315315315297,3983.07207207207
1,2421.90551181102,2562.44094488189
3,4449.84210526316,1069.85526315789
1,2388.05882352941,2512.94117647059
1,2931.6818181818203,2366.66363636364
1,5250.14173228347,1421.69291338583
1,3763.32835820896,4454.756218905471
4,2551.66253869969,2391.1083591331303
1,4008.64285714286,962.678571428571
1,2738.1153846153798,4399.14102564103
1,5963.1132075471705,3332.7547169811305
1,5767.493506493511,2724.75974025974
2,5685.72307692308,1500.6769230769198
4,4188.30898876405,3307.83146067416
1,5080.33962264151,4407.72327044025
3,1760.0320000000002,1948.4560000000001
1,4226.3790849673205,3966.23529411765
1,2008.53741496599,1032.22448979592
2,1742.88793103448,1990.8491379310299
2,2410.0833333333303,809.133333333333
4,4064.59649122807,3384.02631578947
4,4702.77099236641,2369.80916030534
3,3972.5942028985496,1346.0724637681199
1,3713.13829787234,4431.702127659571
1,2478.08450704225,1067.1690140845099
1,2798.92592592593,526.318518518519
2,4998.45161290323,890.6866359447
2,2269.0,4386.74074074074
3,2925.5593220339,1989.44915254237
